genres,release_date,id,user_id,playtime_forever,title,sentiment_analysis
Strategy,2001-10-30,3910,76561198064663981,592,Sid Meiers Civilization III Complete,1.0
Action,1998-11-08,70,76561198052266063,1235,HalfLife,1.0
Action,2004-11-16,220,CupcakesArePainful,1009,HalfLife 2,2.0
Action,2004-11-16,220,theartificialchicken,981,HalfLife 2,2.0
Strategy,2006-10-16,1690,Getoffmyprofileokaythnxs,319,Space Empires V,1.0
Indie,2006-11-29,4000,76561198066876703,4911,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198041967046,284,Garrys Mod,1.0
Action,2004-11-01,240,76561198042245548,61,CounterStrike Source,1.0
Action,2004-11-16,220,76561198025628522,3141,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198067678080,1,Garrys Mod,1.0
Indie,2006-11-29,4000,deathbyFIREWORKS,7584,Garrys Mod,2.0
Action,2000-11-01,10,76561197984709368,41,CounterStrike,1.0
Indie,2006-11-29,4000,76561198127261950,2561,Garrys Mod,1.0
Indie,2006-11-29,4000,67712702,15603,Garrys Mod,1.0
Action,2004-11-01,240,mattyboom24,2055,CounterStrike Source,1.0
Action,2004-11-16,220,76561198044284093,2244,HalfLife 2,1.0
Indie,2006-11-29,4000,cybas101,1834,Garrys Mod,0.0
Indie,2006-11-29,4000,76561198077828707,978,Garrys Mod,2.0
Indie,2006-11-29,4000,xCyberJetx,272,Garrys Mod,1.0
Action,2004-11-16,220,76561197971771012,104,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198200007842,4124,Garrys Mod,2.0
Action,2011-04-08,70000,76561198093733878,4,Dino DDay,1.0
Action,2009-11-16,550,76561198084349110,1349,Left 4 Dead 2,1.0
Action,2000-11-01,10,cykninja,0,CounterStrike,1.0
Action,2004-11-01,240,CheeZeIzLuv,3079,CounterStrike Source,1.0
Action,2004-11-01,240,76561198066602718,106,CounterStrike Source,1.0
Action,2005-04-19,3830,76561198071333155,500,Psychonauts,2.0
Indie,2006-11-29,4000,scyana4,20482,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198010871424,28,Garrys Mod,2.0
Action,1998-11-08,70,76561198029595343,52,HalfLife,2.0
Action,2004-11-16,220,cyroth,283,HalfLife 2,2.0
Action,2004-11-16,220,Cystrade,946,HalfLife 2,0.0
Action,2010-03-31,48700,cythagoras,5719,Mount amp Blade Warband,1.0
Action,2004-11-01,240,gidgetx,629,CounterStrike Source,1.0
Indie,2006-11-29,4000,czarplays,731,Garrys Mod,1.0
Indie,2006-09-29,1520,XxstarsidexX,195,DEFCON,1.0
Action,2000-11-01,10,76561198038939198,1,CounterStrike,1.0
Action,2008-11-17,500,76561198047565666,32,Left 4 Dead,1.0
Indie,2006-11-29,4000,zhiwhyelee,263,Garrys Mod,1.0
Indie,2006-11-29,4000,ItzDazaMan,1927,Garrys Mod,1.0
Action,2004-11-01,240,76561198045011372,2286,CounterStrike Source,1.0
Action,2004-11-01,240,76561198039119848,81020,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198073775164,7248,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198034664940,3419,Garrys Mod,1.0
Action,1998-11-08,70,catdownstairz,0,HalfLife,2.0
Action,2004-11-16,220,SpookyTheNotCuteGhost,218,HalfLife 2,1.0
RPG,2005-07-11,3920,d00dlebanger,0,Sid Meiers Pirates,0.0
Action,2007-10-10,400,76561198096450476,266,Portal,1.0
Action,2004-11-01,240,hobostan,295,CounterStrike Source,2.0
Action,2004-11-01,240,tomas86,245,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198031286028,5,Garrys Mod,1.0
Action,2000-11-01,10,76561198099408755,265,CounterStrike,2.0
Indie,2006-11-29,4000,76561198075153461,13292,Garrys Mod,1.0
Action,2012-10-30,4920,76561198094327568,385,Natural Selection 2,1.0
Indie,2006-11-29,4000,76561198072658528,638,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198085604197,3668,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198081375074,1127,Garrys Mod,2.0
Indie,2006-11-29,4000,dabrwe,823,Garrys Mod,1.0
Indie,2006-11-29,4000,Dabura911,162,Garrys Mod,1.0
Action,2004-11-01,240,76561198083673223,394,CounterStrike Source,1.0
Action,2004-11-16,220,76561198043232952,64,HalfLife 2,0.0
Action,2004-11-16,220,76561198012631532,736,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198012726444,673,Garrys Mod,1.0
Action,2004-11-01,240,76561198067182696,34837,CounterStrike Source,1.0
Indie,2006-11-29,4000,gearlan,1825,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198050042737,2670,Garrys Mod,1.0
Indie,2006-11-29,4000,heilmeinyellerr,40078,Garrys Mod,0.0
RPG,2005-07-11,3920,TurnbullSenpai,0,Sid Meiers Pirates,1.0
Action,2004-11-01,240,hailhitler999,191,CounterStrike Source,1.0
Action,2000-11-01,10,daedalus-,0,CounterStrike,1.0
Action,2005-04-19,3830,76561198040569763,2486,Psychonauts,1.0
Action,2004-11-16,220,76561198087768968,43,HalfLife 2,1.0
Action,2004-11-01,240,velvetyclub81,5,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198080574444,3135,Garrys Mod,2.0
Action,2009-07-02,35700,76561198036433948,108,Trine Enchanted Edition,1.0
Action,2000-11-01,10,76561197964188781,0,CounterStrike,1.0
Indie,2006-11-29,4000,76561198062295436,11694,Garrys Mod,1.0
Indie,2006-11-29,4000,thets_racist,3898,Garrys Mod,2.0
Action,1998-11-08,70,DakiniBrave,567,HalfLife,0.0
Action,2000-11-01,10,76561198057069464,3,CounterStrike,1.0
Indie,2006-11-29,4000,76561198069330754,666,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198073350442,11948,Garrys Mod,2.0
Action,2011-07-29,91700,76561198085274086,48,EYE Divine Cybermancy,1.0
Action,2007-10-10,400,76561198041481525,73,Portal,1.0
Action,2010-07-12,300,rengnar,1276,Day of Defeat Source,2.0
Indie,2006-11-29,4000,DamnPyro,738,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198099912561,231,Garrys Mod,2.0
Indie,2006-11-29,4000,Damn_Nesia,5471,Garrys Mod,1.0
Action,1999-04-01,20,Dubzayyy,8,Team Fortress Classic,0.0
Action,2004-11-01,240,ImTheSloth,1324,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561197992280471,1458,Garrys Mod,1.0
Action,2004-11-16,220,asphyxuary,93,HalfLife 2,1.0
Action,2000-11-01,10,twinturboskyline,11,CounterStrike,1.0
Action,2004-11-01,240,Dansnaith,2312,CounterStrike Source,0.0
Action,2010-04-08,42120,Daniel5434667,88,Lead and Gold Gangs of the Wild West,1.0
Indie,2006-09-29,1520,domeweed,57,DEFCON,1.0
Simulation,2006-10-26,2700,76561198073529059,269,RollerCoaster Tycoon 3 Platinum,1.0
Action,2004-11-01,240,CreepyHuman,4993,CounterStrike Source,1.0
Action,2009-11-16,550,eunachorn,650,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,76561198072024967,9838,Garrys Mod,1.0
Action,2000-11-01,10,udedmate,126,CounterStrike,1.0
RPG,2005-07-11,3920,76561198074949818,725,Sid Meiers Pirates,1.0
Action,1999-04-01,20,itsdandytime,0,Team Fortress Classic,1.0
Indie,2006-11-29,4000,76561198057762473,247,Garrys Mod,1.0
Action,2004-11-01,240,76561198070279575,1773,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198098871349,4647,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198072815531,1657,Garrys Mod,1.0
Action,2000-11-01,10,76561198070549039,133,CounterStrike,0.0
Action,2006-03-14,1200,76561198026203679,304,Red Orchestra Ostfront 4145,1.0
Action,2004-11-16,220,danielpal,631,HalfLife 2,1.0
Action,1999-04-01,20,greedylilshit,55,Team Fortress Classic,1.0
Action,2004-11-01,240,76561198073910418,26,CounterStrike Source,1.0
Action,2005-04-19,3830,rainbowexplosian,1,Psychonauts,1.0
Indie,2006-11-29,4000,hughmungusdank,172,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198049669948,5557,Garrys Mod,2.0
Action,2004-11-16,220,Alpha_m0use,135,HalfLife 2,0.0
Indie,2006-11-29,4000,76561198072343532,725,Garrys Mod,2.0
Action,2005-04-19,3830,mmad4,76,Psychonauts,1.0
Action,2004-11-01,240,76561198047633346,308,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198058856167,0,Garrys Mod,1.0
Action,2007-10-10,420,76561198089402435,1,HalfLife 2 Episode Two,1.0
Action,2004-11-01,240,76561198043090189,0,CounterStrike Source,1.0
Action,2004-11-16,220,76561197972975265,187,HalfLife 2,1.0
Action,1999-11-01,50,Dantress,210,HalfLife Opposing Force,2.0
Action,1999-11-01,50,Dantress,210,HalfLife Opposing Force,2.0
Action,2000-11-01,10,-KillZone-,987,CounterStrike,1.0
Indie,2006-11-29,4000,29123,4932,Garrys Mod,1.0
Indie,2006-11-29,4000,29123,4932,Garrys Mod,1.0
Indie,2006-11-29,4000,29123,4932,Garrys Mod,1.0
Indie,2006-11-29,4000,29123,4932,Garrys Mod,1.0
Action,2004-11-01,240,76561198036291892,30,CounterStrike Source,1.0
Action,2000-11-01,10,dara1508,57,CounterStrike,1.0
Strategy,2006-01-01,4570,76561198055804309,0,Warhammer 40000 Dawn of War  Game of the Year Edition,1.0
Indie,2006-11-29,4000,dardey,0,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198091726764,29075,Garrys Mod,1.0
Action,2004-11-01,240,76561198048139138,1846,CounterStrike Source,2.0
Action,2006-09-11,4560,CalebForbes,4624,Company of Heroes  Legacy Edition,1.0
RPG,2005-07-11,3920,76561198061215875,169,Sid Meiers Pirates,1.0
Action,2000-11-01,10,Darienpls,106,CounterStrike,1.0
Indie,2006-11-29,4000,darkopps,96473,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198089191476,5888,Garrys Mod,2.0
Action,2000-11-01,10,hardtostopme,0,CounterStrike,2.0
Action,2004-11-16,220,76561198048123785,77,HalfLife 2,2.0
Action,2004-11-01,240,captainamerica9662,3863,CounterStrike Source,1.0
Indie,2006-11-29,4000,arctic_vl,1353,Garrys Mod,1.0
Action,2013-03-25,230410,76561198048966483,58,Warframe,1.0
Action,2004-11-16,220,gftdfc,279,HalfLife 2,1.0
Action,2003-05-01,30,Memfizz,257,Day of Defeat,1.0
Action,2006-05-08,2500,DarkDarsi,0,Shadowgrounds,2.0
Action,2004-11-01,240,76561198038690710,92,CounterStrike Source,1.0
Action,2004-11-01,240,darkest_crow,1,CounterStrike Source,1.0
Action,2004-11-01,240,76561198074333465,1,CounterStrike Source,2.0
Indie,2006-11-29,4000,76561198072976009,2392,Garrys Mod,1.0
Action,2004-11-16,220,DarkKnight2599,782,HalfLife 2,2.0
Action,2006-07-11,2400,76561198077185661,460,The Ship Murder Party,1.0
Indie,2006-11-29,4000,76561198079314761,2938,Garrys Mod,1.0
Strategy,2006-11-15,4700,76561198093167547,884,Medieval II Total War,1.0
Indie,2006-11-29,4000,76561198072534476,2957,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198078913614,11620,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198078913614,11620,Garrys Mod,2.0
Action,2010-07-12,300,Darknight234,103,Day of Defeat Source,0.0
Action,2004-11-01,240,Thedarkpotato,4490,CounterStrike Source,2.0
Action,2004-11-01,240,dktn25,263,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198032914296,34117,Garrys Mod,1.0
Action,2011-05-16,105600,zacdarkus,23674,Terraria,1.0
Indie,2006-11-29,4000,The_Dark_Liger,19144,Garrys Mod,2.0
Indie,2006-11-29,4000,Dark_samaCH_PONY,23058,Garrys Mod,2.0
Indie,2006-11-29,4000,ImaMemerxxx,6005,Garrys Mod,1.0
Action,2010-07-12,300,Darkmale76,105,Day of Defeat Source,1.0
Action,2007-11-13,17300,76561198021804640,771,Crysis,1.0
Action,2011-05-16,105600,76561198069545595,3866,Terraria,1.0
Action,2011-05-16,105600,76561198069545595,3866,Terraria,1.0
Indie,2006-11-29,4000,DANGERMOOOUSE,94271,Garrys Mod,1.0
Action,1999-04-01,20,agenteagle,25,Team Fortress Classic,2.0
Action,2004-11-16,220,darth_sythe,2980,HalfLife 2,1.0
Action,2004-11-01,240,76561198081186020,2,CounterStrike Source,1.0
Indie,2006-11-29,4000,blablabla174,1302,Garrys Mod,0.0
Indie,2006-11-29,4000,blablabla174,1302,Garrys Mod,0.0
Indie,2006-11-29,4000,blablabla174,1302,Garrys Mod,0.0
Strategy,2001-10-30,3910,asian_dragon,0,Sid Meiers Civilization III Complete,1.0
Indie,2006-11-29,4000,DarthDunsparce,2724,Garrys Mod,1.0
Action,2004-11-01,240,DarthRhys,28,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198052403478,8,Garrys Mod,1.0
Action,2004-11-16,220,darth_layto,579,HalfLife 2,1.0
Action,2000-11-01,10,darvvin,121,CounterStrike,1.0
Action,2010-07-12,300,dascorpi0n,36,Day of Defeat Source,2.0
Action,1998-11-08,70,Dascuugen,0,HalfLife,1.0
Action,1999-04-01,20,Dwash,0,Team Fortress Classic,1.0
Indie,2006-11-29,4000,DashBoardBuddha,11843,Garrys Mod,1.0
Action,2007-10-10,400,76561198055390813,0,Portal,1.0
Action,2004-11-01,240,76561198039320954,17769,CounterStrike Source,1.0
Action,2004-11-01,240,76561198079118839,688,CounterStrike Source,2.0
Indie,2006-11-29,4000,quickquack,1544,Garrys Mod,2.0
RPG,2009-11-06,17450,76561198068148027,146,Dragon Age Origins,2.0
Indie,2006-11-29,4000,76561198089766169,214220,Garrys Mod,2.0
Action,2000-11-01,10,DerpGaming,239,CounterStrike,2.0
Indie,2006-11-29,4000,76561198095943749,1929,Garrys Mod,1.0
Action,1999-11-01,50,FDAOP,0,HalfLife Opposing Force,1.0
Action,1998-11-08,70,exploderguy,20,HalfLife,0.0
Indie,2006-11-29,4000,76561198065048048,4893,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198045633140,0,Garrys Mod,1.0
Indie,2006-11-29,4000,_Daughter_,13140,Garrys Mod,1.0
RPG,2005-07-11,3920,76561198079903165,3,Sid Meiers Pirates,1.0
Action,2010-07-12,300,76561198077728175,484,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561198049699661,672,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198079186950,2507,Garrys Mod,0.0
Action,2004-11-16,220,76561198064372862,152,HalfLife 2,1.0
Action,2004-11-01,240,76561198070343986,1648,CounterStrike Source,1.0
Action,2000-11-01,10,Dplayedition,16,CounterStrike,1.0
Indie,2006-11-29,4000,david_n,3779,Garrys Mod,1.0
Action,2004-11-01,240,76561198072275103,8,CounterStrike Source,1.0
Indie,2006-11-29,4000,yourmumshouselolswag420blaze,7618,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198078138926,153,Garrys Mod,1.0
Action,2008-10-21,12200,76561198086898891,698,Bully Scholarship Edition,1.0
Action,2004-11-01,240,76561197993795211,1437,CounterStrike Source,1.0
Action,2004-11-16,220,officerdavo,0,HalfLife 2,1.0
Action,2010-07-12,300,voaDs,41,Day of Defeat Source,2.0
Action,2004-11-16,220,davidmwilliams,1360,HalfLife 2,1.0
Indie,2006-11-29,4000,TechMark,10131,Garrys Mod,2.0
Action,2006-05-08,2500,76561198084694331,1,Shadowgrounds,2.0
Strategy,2006-11-15,4700,76561198058066941,87,Medieval II Total War,1.0
Action,2004-11-01,240,NymphIsBae,4335,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198064577488,200,Garrys Mod,1.0
Action,2010-07-12,300,dayfoe,0,Day of Defeat Source,1.0
Action,2004-11-01,240,Dale_Golby,211,CounterStrike Source,1.0
Action,2000-11-01,10,dazisbored,0,CounterStrike,2.0
Indie,2006-11-29,4000,76561198095933447,26,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198095312887,329,Garrys Mod,1.0
Action,2000-11-01,10,76561198008592438,0,CounterStrike,1.0
Indie,2006-11-29,4000,dinocreeper,12971,Garrys Mod,1.0
Action,2011-11-14,55230,deathmuffin2,2378,Saints Row The Third,1.0
Indie,2006-11-29,4000,DeathSSA,13253,Garrys Mod,1.0
Indie,2006-11-29,4000,elwnyetadelgrupo,29880,Garrys Mod,1.0
Indie,2006-11-29,4000,golddragon888,9750,Garrys Mod,2.0
Action,2008-11-17,500,76561198094509661,19074,Left 4 Dead,1.0
Action,2000-11-01,10,76561198028452180,14,CounterStrike,1.0
Indie,2006-11-29,4000,76561198076802260,1213,Garrys Mod,1.0
Strategy,2001-10-30,3910,deadboykilla,933,Sid Meiers Civilization III Complete,1.0
Action,2010-07-12,300,76561198099350431,1289,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561198099824976,622,Garrys Mod,1.0
Action,2004-11-01,240,76561198084607253,720,CounterStrike Source,1.0
Strategy,2001-10-30,3910,76561198016610271,22,Sid Meiers Civilization III Complete,1.0
Action,2000-11-01,10,76561197966950679,0,CounterStrike,1.0
Indie,2006-11-29,4000,Whythefuckareyoulookingatmyurl,680,Garrys Mod,1.0
Action,2008-10-21,12200,OrangJagoBanget,1270,Bully Scholarship Edition,1.0
Action,2004-11-01,240,deadtrooper6424,8,CounterStrike Source,1.0
Indie,2006-11-29,4000,DeadWinger,1255,Garrys Mod,1.0
Action,2004-11-01,240,76561198065157620,6,CounterStrike Source,1.0
Action,2009-09-08,35000,tehaznshow,156,Mini Ninjas,1.0
Strategy,2008-10-28,17480,76561198046615863,1649,Command amp Conquer Red Alert 3,1.0
Indie,2006-11-29,4000,76561198075026598,70228,Garrys Mod,2.0
Action,2010-07-12,300,daelak,165,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561198066037056,1543,Garrys Mod,2.0
Action,2004-11-01,240,76561198058858525,722,CounterStrike Source,2.0
Action,1998-11-08,70,76561198003016491,9,HalfLife,1.0
Action,2004-11-16,220,76561198037086921,0,HalfLife 2,1.0
Action,2007-10-10,400,Death159951,354,Portal,1.0
Action,2004-11-01,240,76561198079481588,279,CounterStrike Source,1.0
Action,2004-11-01,240,76561198041631556,35629,CounterStrike Source,1.0
Action,2004-11-01,240,DeathHamster_,0,CounterStrike Source,2.0
Action,2009-11-16,550,76561198026289602,0,Left 4 Dead 2,1.0
RPG,2005-07-11,3920,The_man_The_Legend,0,Sid Meiers Pirates,1.0
Action,1990-12-14,9180,76561197998422022,23,Commander Keen,1.0
Indie,2006-11-29,4000,deathlord549,999,Garrys Mod,1.0
Action,2004-11-01,240,PingazForDays,1122,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198065642311,2686,Garrys Mod,2.0
Indie,2005-07-14,1500,76561198031993526,22,Darwinia,1.0
Action,2004-11-16,220,76561198073341845,23,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198079557901,27306,Garrys Mod,0.0
Action,2000-11-01,10,hglhtbm,0,CounterStrike,1.0
Indie,2006-11-29,4000,decnov81,7235,Garrys Mod,2.0
Action,2010-07-12,300,decronus,0,Day of Defeat Source,0.0
Indie,2006-11-29,4000,WarlordPro,1172,Garrys Mod,2.0
Action,2004-11-01,240,76561198078706117,194,CounterStrike Source,1.0
Action,2006-09-11,4560,76561198045343707,3,Company of Heroes  Legacy Edition,1.0
Action,2004-11-01,240,flyinghigherthanakite,2935,CounterStrike Source,2.0
Action,2010-03-23,8190,dpskipper,4752,Just Cause 2,1.0
Action,2004-11-01,240,76561198048230553,51,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198043580332,378,Garrys Mod,1.0
Action,1999-11-01,50,76561198028701687,333,HalfLife Opposing Force,1.0
Indie,2006-11-29,4000,76561198038907084,1432,Garrys Mod,1.0
Indie,2006-11-29,4000,SuicidalSpree,1105,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198029948569,2181,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198047596340,3355,Garrys Mod,1.0
Indie,2006-11-29,4000,defox01,937,Garrys Mod,1.0
Action,2007-11-12,7940,76561198002258204,2275,Call of Duty 4 Modern Warfare,1.0
Action,2000-11-01,10,damosphere,0,CounterStrike,1.0
Action,2004-11-01,240,Gillus,16,CounterStrike Source,1.0
Action,2004-11-16,220,76561198054977907,1118,HalfLife 2,0.0
Indie,2006-11-29,4000,76561198097700773,9021,Garrys Mod,1.0
Action,2000-11-01,10,dekiller112,10,CounterStrike,1.0
Indie,2006-11-29,4000,76561198017713312,8354,Garrys Mod,1.0
Action,2004-11-01,240,PandaMessiahFromChina,243,CounterStrike Source,2.0
Action,2004-11-16,220,thecoolone3,1101,HalfLife 2,2.0
Adventure,2003-11-19,32370,76561198054285847,9632,STAR WARS  Knights of the Old Republic,1.0
Action,2004-11-01,240,76561198016190004,427,CounterStrike Source,1.0
Action,2004-11-01,240,Delirious_Panda,311,CounterStrike Source,1.0
Action,2000-11-01,10,dellerd,30,CounterStrike,1.0
Casual,2010-12-03,38720,Chinonso2,1,RUSH,1.0
Action,2004-11-01,240,DeltaCorvi,18659,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198061157859,10638,Garrys Mod,2.0
Indie,2006-11-29,4000,gamingeek,7685,Garrys Mod,1.0
Action,2007-10-10,400,delver1,30,Portal,1.0
Strategy,2001-10-30,3910,aeternum_solus,3,Sid Meiers Civilization III Complete,1.0
Action,2004-11-16,220,majorduck,0,HalfLife 2,2.0
Action,2004-11-16,220,Demalice,105,HalfLife 2,2.0
Indie,2006-11-29,4000,DemiseXD,159,Garrys Mod,1.0
Action,2000-11-01,10,demolution,0,CounterStrike,1.0
Indie,2006-11-29,4000,76561198080705638,67,Garrys Mod,1.0
Action,2011-05-16,105600,technokaydeon,50658,Terraria,1.0
Indie,2006-09-29,1520,76561198086130805,157,DEFCON,1.0
Action,2004-11-16,220,76561198035999413,1592,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198061294635,3619,Garrys Mod,1.0
Action,2010-07-12,300,76561198023504778,176,Day of Defeat Source,1.0
Action,2004-11-01,240,Denroxyou,1274,CounterStrike Source,1.0
Action,2004-11-01,240,76561198143796448,18,CounterStrike Source,1.0
Action,2004-11-16,220,IamOG,1401,HalfLife 2,1.0
Action,2004-11-01,240,76561198077183545,2488,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198069538135,18628,Garrys Mod,1.0
Action,1998-11-08,70,denko1,147,HalfLife,0.0
Action,2011-04-18,620,1qaz2wwx010,1282,Portal 2,1.0
Action,2006-07-11,2400,theoriginaldenny,34,The Ship Murder Party,2.0
Action,2004-11-16,220,DeezNuttaroos,382,HalfLife 2,1.0
Action,2004-11-16,220,76561197970500142,573,HalfLife 2,1.0
Action,2004-11-01,240,Denzham,156186,CounterStrike Source,1.0
Strategy,2006-11-15,4700,76561198032143315,202,Medieval II Total War,1.0
Action,2004-11-16,220,TfhuAWGscvg,80,HalfLife 2,1.0
Action,2004-11-01,240,rgnr81,1787,CounterStrike Source,1.0
Action,2011-05-16,105600,76561198058802682,1110,Terraria,1.0
Action,2004-11-16,220,Tomohawk09,98,HalfLife 2,2.0
Indie,2006-11-29,4000,76561198068685888,3861,Garrys Mod,0.0
Action,2004-11-16,220,azure123zecron,736,HalfLife 2,1.0
Action,2004-11-01,240,Derplexity,271,CounterStrike Source,0.0
Action,2008-11-17,500,derpmachine,1461,Left 4 Dead,1.0
Action,2007-10-30,3270,76561198061723814,330,Painkiller Overdose,1.0
Indie,2006-11-29,4000,IcyGurl,13153,Garrys Mod,1.0
Strategy,2006-04-01,1900,76561198058177580,0,Earth 2160,1.0
Adventure,2003-11-19,32370,76561198078148541,53,STAR WARS  Knights of the Old Republic,1.0
Action,2004-11-01,240,SpectreGuy2015,12276,CounterStrike Source,1.0
Action,2004-11-16,220,76561198089665351,969,HalfLife 2,2.0
Indie,2006-11-29,4000,jubbafudgy,1641,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198048633975,313,Garrys Mod,1.0
Action,2004-11-01,240,cycloneblade11,488,CounterStrike Source,2.0
Action,2009-11-16,550,76561198053968271,27459,Left 4 Dead 2,1.0
Action,2008-05-28,17460,brickfacecannon,1218,Mass Effect,1.0
Indie,2006-11-29,4000,76561198070519095,1669,Garrys Mod,2.0
RPG,2005-07-11,3920,arasuki,0,Sid Meiers Pirates,1.0
Indie,2006-11-29,4000,Destr0yd,22082,Garrys Mod,1.0
Action,2009-10-26,8980,76561198045193031,392,Borderlands,1.0
Action,2004-11-01,320,alicemurphynudes,18,HalfLife 2 Deathmatch,1.0
Action,2004-11-01,240,Destro2151,72,CounterStrike Source,1.0
Action,2012-11-20,218230,76561198103151661,105,PlanetSide 2,1.0
Strategy,2004-09-22,4760,76561198126500843,32,Rome Total War  Collection,2.0
Strategy,2004-09-22,4760,76561198126500843,32,Rome Total War  Collection,2.0
Action,2010-07-12,300,76561198097638512,1393,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561198067071460,196,Garrys Mod,1.0
Action,2004-11-01,240,317984739321,252,CounterStrike Source,2.0
Action,2004-11-01,240,317984739321,252,CounterStrike Source,2.0
Action,2004-11-16,220,eel_deuce,204,HalfLife 2,2.0
Action,2004-11-01,240,76561198064109096,1211,CounterStrike Source,1.0
Action,2010-07-12,300,Deus_VuIt,1151,Day of Defeat Source,1.0
Action,2003-10-29,2620,76561198033862482,821,Call of Duty,1.0
Strategy,2001-10-30,3910,devialix,0,Sid Meiers Civilization III Complete,1.0
Action,1999-04-01,20,76561198092820867,17,Team Fortress Classic,1.0
Action,1999-04-01,20,Devilmoo11,1,Team Fortress Classic,1.0
Action,2004-11-16,220,76561197974968656,0,HalfLife 2,1.0
Action,1999-04-01,20,devoid,0,Team Fortress Classic,2.0
Action,2004-11-01,240,4563453467436754656677,96,CounterStrike Source,1.0
Action,2004-11-01,240,DewyHQ,114,CounterStrike Source,2.0
Action,2003-05-01,30,76561198069279256,72,Day of Defeat,0.0
Action,2004-11-16,220,76561198056694379,17,HalfLife 2,1.0
Action,2004-11-16,220,Dexta117,76,HalfLife 2,1.0
Action,2004-11-01,240,cazzabro,45768,CounterStrike Source,1.0
Action,2004-11-16,220,deynarian,1069,HalfLife 2,2.0
Indie,2006-11-29,4000,potatomemed123321,1984,Garrys Mod,1.0
Indie,2006-11-29,4000,soledox,1891,Garrys Mod,1.0
Action,2005-04-19,3830,76561198038939996,944,Psychonauts,1.0
Indie,2006-11-29,4000,trumpsupporter,26251,Garrys Mod,1.0
Action,2004-11-01,240,76561197998080913,4296,CounterStrike Source,1.0
Action,2004-11-01,240,76561198045617121,1095,CounterStrike Source,1.0
Indie,2006-11-29,4000,edwarddavis,7066,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198070348353,2166,Garrys Mod,1.0
Action,2004-11-01,240,AvengedStoneAge,560,CounterStrike Source,1.0
Action,2004-11-01,240,BioFlashPC,4018,CounterStrike Source,2.0
Indie,2006-11-29,4000,76561198061962799,7133,Garrys Mod,1.0
Action,2006-07-11,2400,sammonchex,735,The Ship Murder Party,0.0
Indie,2006-11-29,4000,mcdaniel5900,206,Garrys Mod,1.0
Action,2000-11-01,10,diabz,100,CounterStrike,2.0
Indie,2006-11-29,4000,76561198068943631,3525,Garrys Mod,1.0
Action,2004-11-01,240,76561198029987469,9308,CounterStrike Source,1.0
Indie,2006-11-29,4000,123456789diamond987654321,570,Garrys Mod,2.0
Action,2004-11-01,240,DibZr,12,CounterStrike Source,1.0
Action,2000-11-01,10,dickrambo,0,CounterStrike,2.0
Action,2000-11-01,10,tastyniggers69,535,CounterStrike,2.0
Action,2004-11-16,220,76561198070329043,262,HalfLife 2,1.0
Action,1999-04-01,20,Poopsnugg,475,Team Fortress Classic,0.0
Action,2004-11-16,220,NuggetofDicks,365,HalfLife 2,1.0
Action,2008-10-20,17470,76561198034115928,58,Dead Space,1.0
