genres,title,release_date,id,user_id,steam_id,playtime_forever
"['Strategy', 'Casual']",A Game of Dwarves,2012-10-23,200370,76561198070015563,76561198070015563,47
"['Action', 'Indie']",Hotline Miami,2012-10-23,219150,redfox5367,76561198064308782,745
"['Free to Play', 'Massively Multiplayer', 'RPG']",ROSE Online,2012-10-23,215120,76561198056182728,76561198056182728,0
"['Action', 'Adventure', 'Indie', 'Simulation']",Guns of Icarus Online,2012-10-29,209080,76561198064398473,76561198064398473,0
"['Action', 'Adventure', 'Indie']",POSTAL 2,2003-04-13,223470,76561198063801812,76561198063801812,100
"['Action', 'Indie', 'Simulation']",Puddle,2012-11-09,222140,TravyTheTractor,76561198073208785,169
['Action'],Call of Duty®: Black Ops II,2012-11-12,202970,digitalgateway777,76561198174851581,0
"['Action', 'Indie']",Stealth Bastard Deluxe,2012-11-28,209190,76561198073886469,76561198073886469,23
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",Mabinogi,2012-12-06,212200,76561198072839397,76561198072839397,0
['RPG'],Sacred 2 Gold,2012-12-21,225640,dann3993,76561198084798859,41
"['Action', 'Adventure']",DmC: Devil May Cry,2013-01-24,220440,76561198081233483,76561198081233483,448
['Simulation'],Cities XL Platinum,2013-02-06,231140,76561198085188253,76561198085188253,249
['Action'],Tomb Raider - The Final Hours Digital Book,2013-03-07,233410,76561198076024295,76561198076024295,0
"['Action', 'Racing']",Trials Evolution: Gold Edition,2013-03-21,220160,76561198085874442,76561198085874442,324
"['Action', 'Indie']",POSTAL,1997-11-14,232770,76561198070494244,76561198070494244,6
"['Action', 'Adventure']",Resident Evil 6 / Biohazard 6,2013-03-22,221040,76561198073152355,76561198073152355,3480
"['Indie', 'Strategy']",Cubemen 2,2013-04-08,228440,76561198075410107,76561198075410107,1414
"['Action', 'Indie', 'Simulation']",Surgeon Simulator,2013-04-19,233720,76561198271002791,76561198271002791,785
"['Casual', 'Sports']",Poker Night 2,2013-04-26,234710,SKUXXTMG,76561198093809257,20
"['Action', 'Indie', 'Strategy']",Sanctum 2,2013-05-15,210770,76561198058009305,76561198058009305,199
"['Indie', 'Simulation', 'Strategy']",Reus,2013-05-16,222730,prettygoodjpg,76561198100415029,5040
"['Action', 'Adventure']",Remember Me,2013-06-03,228300,76561198004457221,76561198004457221,632
['Casual'],Cranky Cat,2013-06-05,236290,nomoredupes,76561198095848848,0
['Strategy'],Company of Heroes 2,2013-06-25,231430,76561198070144566,76561198070144566,624
['Action'],Mortal Kombat Komplete Edition,2013-07-03,237110,76561198066294848,76561198066294848,0
"['Action', 'Free to Play']",Soldier Front 2,2013-07-03,239660,76561198202544453,76561198202544453,1
['Action'],R.I.P.D.: The Game,2013-07-16,237590,skoutznz,76561198090920235,0
"['Action', 'Adventure']",Saints Row IV: Inauguration Station,2013-08-06,242590,AwesomeEvilGenius,76561198091819659,0
['Strategy'],Worms Clan Wars,2013-08-15,233840,bolota132,76561198077230144,0
['Action'],LOST PLANET® 3,2013-08-26,226720,76561198114445977,76561198114445977,1199
"['Action', 'Free to Play']",America's Army: Proving Grounds,2015-10-01,203290,76561198230825580,76561198230825580,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",Game Dev Tycoon,2013-08-29,239820,76561198081870185,76561198081870185,5264
"['Action', 'Adventure', 'Indie']",Outlast,2013-09-04,238320,76561198021141297,76561198021141297,436
"['Action', 'Adventure']",Portal 2 Sixense Perceptual Pack,2013-09-20,247120,76561198068913152,76561198068913152,4
"['Action', 'Adventure', 'Casual', 'Strategy']",Scribblenauts Unmasked: A DC Comics Adventure,2013-09-24,249870,HPiN,76561198071841463,201
"['Casual', 'Simulation']",Farming Simulator 2013 Titanium Edition,2013-10-09,220260,Extreme212,76561198086405708,1173
"['Free to Play', 'Indie', 'Simulation', 'Sports', 'Early Access']",SNOW,2013-10-10,244930,76561198078414776,76561198078414776,0
"['Adventure', 'Indie']",The Stanley Parable,2013-10-17,221910,76561198059597735,76561198059597735,107
['Adventure'],The Wolf Among Us,2013-10-11,250320,76561198066873790,76561198066873790,831
"['Action', 'Adventure', 'Indie']",Contagion,2013-10-25,238430,76561198072355240,76561198072355240,62
"['Action', 'Adventure', 'Indie']",Slender: The Arrival,2013-10-28,252330,76561198091792179,76561198091792179,98
"['Indie', 'RPG', 'Simulation', 'Early Access']",Project Zomboid,2013-11-08,108600,76561198118276505,76561198118276505,1777
"['Action', 'Indie', 'RPG']",Ring Runner: Flight of the Sages,2013-07-09,258010,lsmS2,76561198199773846,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Neverwinter,2013-12-05,109600,magicalpony,76561198248835684,0
"['Action', 'Indie', 'Strategy']",Insurgency,2014-01-22,222880,celebrexISGO,76561198204334099,0
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege,2014-01-29,269210,76561198081947595,76561198081947595,2925
"['Adventure', 'Indie']",Serena,2014-01-30,272060,76561198091405182,76561198091405182,18
"['Action', 'Adventure', 'Indie']",Octodad: Dadliest Catch,2014-01-30,224480,76561198070621274,76561198070621274,694
"['Adventure', 'RPG', 'Strategy']",Agarest: Generations of War,2014-02-04,237890,Oersted_the_Hopeful,76561198301155274,0
"['Casual', 'Free to Play', 'Indie']",The Plan,2013-02-10,250600,76561198057958497,76561198057958497,3
"['Indie', 'Simulation', 'Strategy']",Banished,2014-02-18,242920,76561198127753114,76561198127753114,982
"['Indie', 'Simulation']",Scania Truck Driving Simulator,2012-06-12,258760,76561198103139418,76561198103139418,973
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Heroine's Quest: The Herald of Ragnarok,2014-03-20,283880,76561198090908006,76561198090908006,0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Villagers and Heroes,2014-04-17,263540,76561198072645510,76561198072645510,1
['Racing'],Mashed,2004-06-25,281280,76561198071392968,76561198071392968,4
"['Action', 'Indie']",You Have to Win the Game,2012-05-06,286100,76561198152638180,76561198152638180,10
"['Action', 'Free to Play', 'Indie']",Fistful of Frags,2014-05-09,265630,76561198107719371,76561198107719371,446
"['Adventure', 'Indie']",Coma: Mortuary,2014-05-12,293320,tntnguyen03,76561198073907926,0
"['Action', 'Adventure', 'Casual', 'Indie']",BattleBlock Theater®,2014-05-15,238460,76561198037212188,76561198037212188,263
"['Action', 'Free to Play', 'Indie', 'Strategy']",Toribash,2006-03-01,248570,76561198063772753,76561198063772753,22
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",The Forest,2014-05-30,242760,76561198107278710,76561198107278710,464
"['Action', 'Casual', 'Indie']",Galactic Arms Race,2014-05-31,249610,76561198059701187,76561198059701187,0
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Nether: Resurrected,2014-06-05,247730,76561198118926584,76561198118926584,1993
"['Adventure', 'Indie']",Reversion - The Escape (1st Chapter),2012-03-21,270570,76561198070357714,76561198070357714,67
"['Indie', 'Simulation', 'Strategy']",Xenonauts,2014-06-16,223830,MakinItRain,76561198177984151,0
"['Action', 'Free to Play', 'Massively Multiplayer']",Warface,2014-07-01,291480,joaquinmoratillo,76561198075122493,381
['Strategy'],Magic 2015 - Duels of the Planeswalkers,2014-07-16,255420,76561198148988655,76561198148988655,622
['Utilities'],EVGA Precision XOC,2014-09-19,268850,76561198262719220,76561198262719220,1
"['Action', 'Indie']",Vertical Drop Heroes HD,2014-07-25,311480,76561198220049151,76561198220049151,0
['RPG'],The Legend of Heroes: Trails in the Sky,2014-07-29,251150,OfficiaIChlLi,76561198256579801,0
"['Action', 'Adventure', 'Free to Play', 'Indie']",The Expendabros,2014-08-05,312990,76561198069399868,76561198069399868,56
"['Action', 'Simulation']",Echelon: Wind Warriors,2004-02-03,311100,76561198147173281,76561198147173281,0
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Divine Souls F2P MMO,2014-08-15,300040,76561198066822386,76561198066822386,0
"['Adventure', 'Indie']",The Journey Down: Chapter Two,2014-08-25,262850,MeloncraftLP,76561198272487068,799
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Black Gem Hunting,2014-09-16,290730,76561198084489655,76561198084489655,0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU,2014-09-18,215080,76561198054741520,76561198054741520,0
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",Counter-Strike Nexon: Zombies,2014-10-07,273110,76561198218877443,76561198218877443,1811
['Action'],Killing Floor - Toy Master,2014-10-16,326960,76561198083199307,76561198083199307,0
['Simulation'],Farming Simulator 15,2014-10-30,313160,76561198049558719,76561198049558719,3018
['Action'],The Binding of Isaac: Rebirth,2014-11-04,250900,76561198093452976,76561198093452976,6873
"['Free to Play', 'Strategy']",Lambda Wars Beta,2014-12-05,270370,76561198044896080,76561198044896080,0
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners,2016-04-19,207140,76561198072499322,76561198072499322,2729
"['Action', 'Free to Play', 'Early Access']",BLOCKADE 3D,2014-11-05,302830,76561198088094255,76561198088094255,272
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Among Ripples,2015-01-22,341720,76561198103198273,76561198103198273,179
"['Adventure', 'Indie', 'Early Access']",Stranded Deep,2015-01-23,313120,76561198093718935,76561198093718935,29
"['Action', 'Free to Play']",Boring Man - Online Tactical Stickman Combat,2014-04-04,346120,76561198069600169,76561198069600169,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",ArcheAge,2015-03-26,304030,76561198050055248,76561198050055248,0
"['Action', 'Free to Play', 'Indie']",Fortress Forever,2007-09-13,253530,HenryCT,76561198048914936,47
"['Action', 'Adventure', 'Free to Play']",Half-Life 2: Update,2015-03-27,290930,crothersgames,76561198140748360,0
"['Casual', 'Free to Play', 'Indie']",AdVenture Capitalist,2015-03-30,346900,76561198189411546,76561198189411546,1583
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",Freestyle 2: Street Basketball,2015-04-01,339610,-kainey9777,76561198225075284,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']",Survarium,2015-04-02,355840,76561198194835806,76561198194835806,55
"['Free to Play', 'Racing', 'Simulation', 'Sports']",Copa Petrobras de Marcas,2014-11-29,359800,76561198070159329,76561198070159329,18
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",TERA,2015-05-05,323370,76561198255793714,76561198255793714,0
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes,2015-05-13,363970,LordOfTheAxes,76561198045561820,55027
"['Racing', 'Simulation', 'Early Access']",BeamNG.drive,2015-05-29,284160,76561198074133502,76561198074133502,0
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League®,2015-07-07,252950,JIG0222,76561198065452406,612
"['Animation &amp; Modeling', 'Video Production']",FaceRig,2015-07-07,274920,Yello532,76561198164392908,8
"['Casual', 'Free to Play', 'Strategy']",Epic Cards Battle(TCG),2015-07-09,381560,76561198083487976,76561198083487976,1
"['Free to Play', 'RPG', 'Strategy']",Card Hunter,2015-07-13,293260,76561198213178349,76561198213178349,136
['RPG'],Skyrim Script Extender (SKSE),2015-08-12,365720,Silvias,76561198040164644,1
"['Action', 'Free to Play', 'Indie']",Relic Hunters Zero,2015-08-18,382490,76561198073242244,76561198073242244,15
"['Action', 'Free to Play']",SMITE®,2015-09-08,386360,76561198079240799,76561198079240799,813
['Utilities'],EasyAntiCheat eSports,2006-09-19,282660,ZertixCSGO,76561198197327995,1629
"['Indie', 'RPG']",Undertale,2015-09-15,391540,76561198099492950,76561198099492950,1979
['Simulation'],Train Simulator,2009-07-12,24010,enderhunter_52,76561198079381242,1020
"['Adventure', 'Casual', 'Free to Play']",Lost Lands: A Hidden Object Adventure,2015-09-24,392950,76561198063914266,76561198063914266,27
"['Indie', 'Simulation', 'Strategy']",Prison Architect,2015-10-06,233450,FestiveDuckGaming,76561198132727234,3666
"['Adventure', 'Indie']",The Last Crown: Midnight Horror,2015-10-29,291770,76561198101099343,76561198101099343,11
"['Action', 'Adventure']",Call of Duty®: Black Ops III,2015-11-05,311210,samw9w8765,76561198193004138,473
"['Action', 'Adventure', 'Simulation', 'Early Access']",Hurtworld,2015-12-03,393420,76561198038342261,76561198038342261,1014
"['Action', 'Casual', 'Free to Play', 'Indie']",Sven Co-op,1999-01-19,225840,76561198085312971,76561198085312971,67
['Action'],Street Fighter V,2016-02-15,310950,76561198059625927,76561198059625927,9313
"['Action', 'Casual', 'Indie']",Defy Gravity Extended,2016-03-18,96100,JamsL33T,76561198113856053,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior (English Ver.),2016-03-28,372000,76561198076191097,76561198076191097,511
"['Free to Play', 'Indie']",The Way of Life Free Edition,2016-05-31,310370,sundstr_m,76561198245176980,8
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Starbound,2016-07-22,211820,Dub5,76561198101200375,6280
"['Action', 'Indie']",Ratz Instagib,2016-07-27,338170,76561198102121026,76561198102121026,37
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",Heroes &amp; Generals,2016-10-18,227940,76561198051511947,76561198051511947,20168
"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']",Dungeon Defenders II,2017-06-20,236110,76561198222628548,76561198222628548,1222
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Secret World Legends,2017-07-31,215280,76561198067658845,76561198067658845,4780
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",ARK: Survival Evolved,2017-08-29,346110,76561198069691889,76561198069691889,45
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",ARK: Survival Of The Fittest,2017-08-29,407530,Scarlet2016,76561198093167035,0
"['Action', 'Adventure', 'Casual', 'Indie']",Gang Beasts,2017-12-12,285900,76561198308971842,76561198308971842,299
"['Action', 'Free to Play']",Codename CURE,2017-10-31,355180,LucyLooLoo,76561198296187799,22
"['Action', 'Free to Play', 'Indie']",Brawlhalla,2017-10-17,291550,76561198046292038,76561198046292038,236
"['Adventure', 'RPG', 'Strategy']",Divinity: Original Sin 2,2017-09-14,435150,h3ll_bunny,76561198074353296,0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Robocraft,2017-08-24,301520,76561198074307507,76561198074307507,30
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Unturned,2017-07-07,304930,76561198309031127,76561198309031127,15806
"['Indie', 'Sports']",Bunny Hop League,2017-04-27,429780,76561198068100397,76561198068100397,12
"['Indie', 'Simulation', 'Strategy']",Youtubers Life,2016-05-18,428690,Leecie,76561198081026246,124
"['Casual', 'Simulation']",Rocksmith® 2014 Edition - Remastered,2016-10-04,221680,76561198095750885,76561198095750885,2233
['Action'],DOOM,2016-05-12,379720,76561197996701683,76561197996701683,1484
"['Action', 'Casual', 'Indie']",Who's Your Daddy,2015-12-23,427730,76561198074392166,76561198074392166,102
"['Action', 'Free to Play', 'Strategy']",Bloons TD Battles,2016-04-20,444640,76561198104532151,76561198104532151,159
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']",The SKIES,2016-04-16,337950,76561198076114073,76561198076114073,0
"['Action', 'Adventure', 'Indie']",Out There Somewhere,2016-03-14,263980,76561198095098250,76561198095098250,0
"['Indie', 'RPG', 'Simulation']",Stardew Valley,2016-02-26,413150,imjacobhd,76561198067592975,1355
"['Action', 'Adventure', 'Indie', 'RPG']",Grim Dawn,2016-02-25,219990,radbear,76561198092256487,53
"['Indie', 'Simulation', 'Strategy']",Gnomoria,2016-02-23,224500,76561198119457604,76561198119457604,980
"['Casual', 'Indie', 'Sports', 'Early Access']",Golf With Your Friends,2016-01-29,431240,76561198052063400,76561198052063400,129
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Red Crucible®: Firestorm,2015-12-22,298240,aumicc,76561198274267195,13
"['Adventure', 'Indie']",Space Pilgrim Episode I: Alpha Centauri,2015-12-14,429470,76561198028123566,76561198028123566,0
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Emily is Away,2015-11-20,417860,76561198066463390,76561198066463390,38
"['Action', 'Free to Play']",Genesis Online,2015-11-05,409510,76561198081729214,76561198081729214,35
['RPG'],Fallout 4,2015-11-09,377160,76561198259722859,76561198259722859,43530
"['Indie', 'Simulation', 'Strategy']",Mini Metro,2015-11-06,287980,wrenchbloke,76561198187524830,979
['RPG'],Fallout: A Post Nuclear Role Playing Game,1997-09-30,38400,WildernessJulyan,76561198071077819,228
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Simply Chess,2015-09-11,312280,urmumexdee,76561198263418608,1
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Let the Cat in,2015-08-27,369400,jaffa-penguin,76561198069094409,4
"['Action', 'Adventure', 'Free to Play', 'Indie']",Spooky's Jump Scare Mansion,2015-07-28,356670,76561198069220114,76561198069220114,22
"['Free to Play', 'Strategy']",Magic Duels,2015-07-29,316010,steamlot11,76561198209051089,0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Trove,2015-07-09,304050,76561198091809731,76561198091809731,3
"['Casual', 'Free to Play', 'Massively Multiplayer']",Audition Online,2007-04-02,349720,76561198086718157,76561198086718157,188
"['Action', 'Free to Play']",Dirty Bomb®,,333930,76561198061472798,76561198061472798,9794
"['Action', 'Adventure', 'Indie', 'RPG']",Forge Quest,2015-05-22,249950,76561198066717699,76561198066717699,255
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Block N Load,2015-04-30,299360,76561198081496836,76561198081496836,14
"['Action', 'Free to Play']",METAL SLUG DEFENSE,2015-05-01,356310,zielinskak40,76561198194841773,2
['Indie'],Narcissu 1st &amp; 2nd,2007-05-15,264380,chelsea160402,76561198065819266,0
"['Indie', 'Simulation']",Kerbal Space Program,2015-04-27,220200,76561198091509635,76561198091509635,5392
"['Action', 'Free to Play', 'RPG']",The Gate,2015-04-22,350020,76561198054904580,76561198054904580,0
"['Action', 'Indie', 'Strategy']",Verdun,2015-04-28,242860,76561198093376339,76561198093376339,3330
"['Action', 'Adventure']",Grand Theft Auto V,2015-04-14,271590,KurisuGaming,76561198295179305,5602
"['Simulation', 'Strategy']",Cities: Skylines,2015-03-10,255710,76561198063673351,76561198063673351,5649
"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",ShellShock Live,2015-03-11,326460,76561198074200011,76561198074200011,258
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Escapists,2015-02-13,298630,76561198075371078,76561198075371078,94
"['Action', 'Free to Play']",Evolve Stage 2,2015-02-10,273350,76561198012600826,76561198012600826,1
"['Action', 'Adventure']",Life is Strange - Episode 1,2015-01-29,319630,76561198284578233,76561198284578233,0
"['Free to Play', 'Indie', 'Massively Multiplayer']",Transformice,2015-01-30,335240,76561198098572250,76561198098572250,14214
"['Indie', 'Simulation', 'Early Access']",Besiege,2015-01-28,346010,76561198179277991,76561198179277991,850
"['Action', 'Free to Play', 'Indie']",Gear Up,2015-01-28,214420,76561198066459223,76561198066459223,34
"['RPG', 'Strategy']",Heroes® of Might &amp; Magic® III - HD Edition,2015-01-29,297000,JustMielThings,76561198302374854,677
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",8BitMMO,2015-01-26,250420,baconisyourmaster,76561198095664940,0
['Adventure'],Grim Fandango Remastered,2015-01-26,316790,76561198071808318,76561198071808318,140
"['Free to Play', 'Strategy']",Kingdoms CCG,2015-01-22,330000,76561198092079246,76561198092079246,49
['Action'],Saints Row: Gat out of Hell,2015-01-20,301910,76561198201859697,76561198201859697,164
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Vagante,2014-12-16,323220,76561198068664897,76561198068664897,89
"['Action', 'Free to Play']",Brick-Force,2012-07-12,335330,76561198090308842,76561198090308842,0
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",School of Dragons,2014-12-04,332070,76561198062549324,76561198062549324,63
"['Action', 'Massively Multiplayer', 'Racing']",The Crew™,2014-12-01,241560,76561198044226779,76561198044226779,4709
['Adventure'],Game of Thrones - A Telltale Games Series,2014-12-02,330840,cocainejesus93,76561198073227005,0
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Eldevin,2014-11-05,298160,27649735,76561198209753013,353
"['Casual', 'Free to Play', 'Indie']",Get Off My Lawn!,2014-11-11,260410,76561198055875098,76561198055875098,488
"['Action', 'Adventure', 'Indie', 'Racing']",Retro City Rampage™ DX,2014-11-11,204630,76561198120774355,76561198120774355,1
"['Action', 'RPG']",Lords Of The Fallen™,2014-10-28,265300,76561198049569080,76561198049569080,86
['Action'],Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,209650,76561198080804321,76561198080804321,493
"['Action', 'Free to Play', 'Indie']",Double Action: Boogaloo,2014-10-23,317360,pooldeadlol,76561198078081318,14
['Strategy'],Sid Meier's Civilization®: Beyond Earth™,2014-10-23,65980,76561198201253170,76561198201253170,13337
"['Adventure', 'Casual', 'Indie']",Sinister City,2014-10-18,326180,dartagnan__,76561198246989804,0
['Action'],Alien: Isolation,2014-10-06,214490,Soppro,76561198303816325,0
['Action'],Quake Live™,2010-08-06,282440,76561198155425199,76561198155425199,440
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Infinity Wars: Animated Trading Card Game,2014-09-05,257730,Hahneex,76561198218307059,0
"['Indie', 'Simulation']",Five Nights at Freddy's,2014-08-18,319510,76561198159513738,76561198159513738,98
['Action'],Ultra Street Fighter® IV,2014-08-07,45760,Itzlncognitoes,76561198095373337,1
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",Amazing World™,2014-08-07,293500,76561198075478305,76561198075478305,10
"['Free to Play', 'Massively Multiplayer', 'RPG']",Royal Quest,2014-08-06,295550,76561198082828390,76561198082828390,0
"['Free to Play', 'Simulation', 'Strategy']",Battle Islands,2014-08-06,305260,76561198126111761,76561198126111761,66
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Guns and Robots,2014-08-04,293540,76561198161927668,76561198161927668,0
"['Indie', 'Simulation', 'Sports']",Mount Your Friends,2014-07-29,296470,dber58,76561198072345762,0
"['Adventure', 'Free to Play', 'Indie']",Only If,2014-07-25,298260,76561198072199166,76561198072199166,285
"['Action', 'Free to Play', 'Indie', 'Early Access']",Wild Warfare,2014-07-15,312150,lifebetterer,76561198099532123,0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Elsword,2014-07-02,237310,76561198060496884,76561198060496884,2516
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Aura Kingdom,,268420,76561198054840158,76561198054840158,337453
"['Action', 'Free to Play']",NEOTOKYO,2014-05-01,244630,76561198128714924,76561198128714924,0
"['Casual', 'Free to Play', 'Indie']",Floating Point,2014-06-06,302380,tomyang1117,76561198062591959,8
"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']",theHunter Classic,2014-06-03,253710,76561198069246126,76561198069246126,110
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Defiance,2014-06-04,224600,StillChong,76561198067810238,0
['Action'],Wolfenstein: The New Order,2014-05-19,201810,76561198075115013,76561198075115013,22
"['Free to Play', 'Indie', 'Simulation']",World of Guns: Gun Disassembly,2014-05-21,262410,76561198151855034,76561198151855034,0
"['Action', 'Indie', 'Simulation']",Turbo Dismount™,2014-05-21,263760,KaraRedd,76561198091048229,1
"['Action', 'Indie']",RUNNING WITH RIFLES,2015-04-02,270150,76561198221578852,76561198221578852,52
"['Action', 'Free to Play', 'Indie']",GunZ 2: The Second Duel,2014-05-01,242720,76561198106181731,76561198106181731,497
"['Action', 'Free to Play', 'Indie']",ArcheBlade™,2014-04-25,207230,76561198074764148,76561198074764148,6
['Racing'],Trials Fusion™,2014-04-24,245490,76561198107714145,76561198107714145,497
"['Action', 'Adventure', 'Free to Play', 'Indie']",Thinking with Time Machine,2014-04-18,286080,stormxlol,76561198120587594,0
"['Action', 'Adventure']",LEGO® The Hobbit™,2014-04-08,285160,Toxic_Crimson_Viper,76561198098253154,0
"['Casual', 'Indie', 'Simulation']",Goat Simulator,2014-04-01,265930,76561198159701088,76561198159701088,108
['Indie'],Real Horror Stories Ultimate Edition,2014-04-01,281370,BBiiiirr,76561198204454268,0
['Action'],Call of Duty®: Ghosts,2014-03-25,209160,76561198090208458,76561198090208458,61
"['Action', 'Adventure', 'Indie']",Revolution Ace,2014-03-19,274560,keynetgames,76561198252978122,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",City of Steam: Arkadia,2014-03-06,266070,76561198152827059,76561198152827059,21
"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",Dragons and Titans,2014-03-12,263500,76561198066237911,76561198066237911,1
"['Action', 'Adventure', 'RPG']",South Park™: The Stick of Truth™,2014-03-03,213670,76561198072285282,76561198072285282,1213
"['Action', 'Adventure']",The LEGO® Movie - Videogame,2014-02-07,267530,Raider8799,76561198163483521,573
"['Action', 'Free to Play', 'Indie']",Loadout,2014-01-31,208090,76561198106040785,76561198106040785,1
"['Action', 'Indie', 'Strategy']",Kingdom Rush,2014-01-06,246420,76561198072896015,76561198072896015,7
"['Casual', 'Indie']",Grimm,2014-01-06,252150,76561198058703587,76561198058703587,4
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",DayZ,2013-12-16,221100,76561198143242417,76561198143242417,10049
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Rust,2013-12-11,252490,76561198046173323,76561198046173323,1716
"['Action', 'Indie']",Dead Sky,2013-11-22,259700,76561198078650535,76561198078650535,153
"['Action', 'Casual', 'Free to Play']",Dungeonland,2013-11-12,218130,76561198083478039,76561198083478039,523
"['Action', 'Indie']",Intake,2013-11-05,237760,76561198063870581,76561198063870581,6
"['Action', 'Free to Play', 'Indie']",No More Room in Hell,2011-10-31,224260,76561198098536235,76561198098536235,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online,2003-06-01,215100,76561198093871985,76561198093871985,5
"['Free to Play', 'Simulation']",Pinball Arcade,2013-11-04,238260,76561198050507061,76561198050507061,50
"['Simulation', 'Strategy']",Stronghold HD,2001-10-19,40950,76561198079589220,76561198079589220,97
"['Action', 'Adventure']",LEGO® Marvel™ Super Heroes,2013-10-22,249130,76561198065856028,76561198065856028,3933
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2013-10-24,234670,76561198070426487,76561198070426487,640
"['Action', 'Adventure']",Batman™: Arkham Origins,2013-10-24,209000,72947282842,76561198257767684,69
"['RPG', 'Strategy']",Gorky 17,1999-12-31,253920,76561198105832212,76561198105832212,0
['RPG'],Enclave,2003-03-10,253980,LinxyOG,76561198314511739,0
"['Action', 'Free to Play']",Tactical Intervention,2013-10-08,51100,76561198054739976,76561198054739976,32
"['Action', 'Simulation', 'Strategy']",Arma 3,2013-09-12,107410,76561198287280974,76561198287280974,97048
"['Action', 'Adventure', 'Indie']",Huntsman: The Orphanage (Halloween Edition),2013-09-13,246740,76561198106773483,76561198106773483,6
['Action'],THE KING OF FIGHTERS XIII STEAM EDITION,2013-09-13,222940,76561198064749151,76561198064749151,208
['Strategy'],Total War™: ROME II - Emperor Edition,2013-09-02,214950,76561198063333579,76561198063333579,2801
