user_id,steam_id,playtime_forever,id
localadelaideman,76561197968898619,0,0
76561198060319088,76561198060319088,1562,50
elektro_haus,76561198009872417,1,10
76561198060785575,76561198060785575,168,220
Elemento2113,76561198067417834,20111,4000
elgerjp,76561198064820221,28482,4000
76561198061790462,76561198061790462,0,205790
Elie1234,76561197984174819,176,10
elind21,76561198070414265,1195,17390
76561198069687708,76561198069687708,2106,4000
76561198092101068,76561198092101068,9499,236390
elitepaperweight,76561198064452321,2319,4000
76561198017222722,76561198017222722,0,0
skullduggery55,76561197971444292,0,10
Elk160,76561198042565273,580,3320
elkpodeush,76561198065460944,18513,4000
Elkurr,76561198106338688,2583,20900
Ellaia,76561198085980027,5259,4000
76561198066602189,76561198066602189,0,0
76561198059400831,76561198059400831,123,240
76561197973337386,76561197973337386,0,0
76561198076357381,76561198076357381,2961,550
76561198082975705,76561198082975705,0,205790
elrims,76561198069606434,36292,4000
76561198018465863,76561198018465863,124,220
Elt0r,76561198044005965,84,300
theeternalstruggle,76561198059443157,532,280
marshythemarshmallowman,76561197999004967,0,280
Boracks,76561198098589323,1406,4000
76561197960564189,76561197960564189,0,10
76561197966953732,76561197966953732,0,0
76561198071534186,76561198071534186,1219,4000
76561198045272489,76561198045272489,688,4000
hikkipenk,76561198012253831,0,0
emilymaykong,76561198045748028,9174,4000
Ember1654,76561198035792701,3,3330
76561198066226356,76561198066226356,1297,4000
76561198049440934,76561198049440934,0,10
76561198051764403,76561198051764403,0,0
76561198088869440,76561198088869440,4040,4000
oshilorenzo89,76561198090400574,51,4000
emoshroom,76561198036662499,0,0
76561198011526765,76561198011526765,0,0
EmperorBadger,76561198045797718,437,240
Kazanator93,76561198043933941,163,4000
76561198070113262,76561198070113262,0,0
EmperorFaiz,76561198044283501,1460,220
emperorsly,76561197997588056,27216,240
emporer88,76561198091787199,2389,4000
mting4,76561198054280771,1390,4000
76561197978325110,76561197978325110,0,0
Emrald,76561197992055078,490,300
76561198066274067,76561198066274067,11535,4700
76561198074951189,76561198074951189,34015,4000
76561198040378347,76561198040378347,83,220
Red_Slinger,76561198057831980,562,240
Ender2545,76561198054619387,992,4000
76561198065344627,76561198065344627,73,3830
oxidexx,76561198022620485,0,4000
EndofMedia,76561198058476259,200,1250
76561198041625771,76561198041625771,1693,1250
76561198041108364,76561198041108364,624,240
enflan,76561198068256481,61,17410
EngesDesTodes,76561198095390668,0,0
whoisENIGMA,76561198065405459,0,0
76561198112984906,76561198112984906,1046,17480
76561198023403624,76561198023403624,0,0
Enska,76561198002010290,116,220
76561198053524100,76561198053524100,14643,240
76561198085252548,76561198085252548,86,4000
EnvyMouse,76561198103221464,72,1690
76561198056764604,76561198056764604,1509,3920
76561197999485868,76561197999485868,529,240
76561198065927733,76561198065927733,0,0
76561198067669838,76561198067669838,0,4000
76561198067001340,76561198067001340,7825,4000
epicbudgie,76561198050879474,0,0
CaptainCrytec,76561198093203639,1466,4000
76561198049218597,76561198049218597,1543,240
76561198083563596,76561198083563596,212,240
epiclyralphy,76561198052783793,0,320
76561198094065803,76561198094065803,32,3320
youareverygay,76561198088265238,31,220
epicpieman101,76561198048431476,91,1200
Epicruins195,76561198089041882,146,70
epicsnail1996,76561198086097113,221,240
chumlee0409,76561198071237195,286,4000
doyouwantorp,76561198074254919,18506,4000
chris849,76561198019861500,503,400
76561198071748761,76561198071748761,40,211500
Eralus,76561198028549775,114,220
erase883,76561197992204503,136,240
76561198096686903,76561198096686903,0,0
justen2000,76561198097502364,1,220
phazeback,76561198011567219,4791,240
holy_angel_of_death,76561198115410774,0,220
BongLord69,76561198058530277,0,20
radiusstep,76561198092042188,1803,4000
SynysterGates18,76561198086724167,579,4000
76561198096349848,76561198096349848,0,0
76561198022095362,76561198022095362,160,240
76561197971124277,76561197971124277,0,0
76561198052272007,76561198052272007,447,240
eryx89,76561198034466914,77,320
76561198073457050,76561198073457050,721,223710
escapetradingprofile,76561198057552217,2331,4000
76561198048432706,76561198048432706,1758,4000
76561198016122270,76561198016122270,876,220
76561198047591558,76561198047591558,1505,220
76561198072436531,76561198072436531,766,24860
esem88,76561198078823117,289,220
CoolerCats,76561197990993068,30934,240
76561198033165360,76561198033165360,38,240
76561198035243150,76561198035243150,0,0
76561198049845244,76561198049845244,2247,10
76561198054909728,76561198054909728,0,0
76561198045345917,76561198045345917,176,4000
76561198025749178,76561198025749178,218,70
joaquinmoratillo,76561198075122493,381,291480
76561198095949314,76561198095949314,957,4000
12DeAgostoAs12HRSe26MIN,76561198056803348,61,50
AlastorSeah,76561198040651489,0,240
estyc,76561198011226531,0,0
Esvada,76561198085790847,394,620
evileta,76561197970659268,0,220
DEx-XYZ,76561198066146939,1730,4000
EDeSpAiR21,76561198035564403,0,0
eternalblast,76561198042307503,350,50
76561198066183089,76561198066183089,0,0
1870380085,76561198067489196,0,220
eterna_amn,76561198045846956,581,220
76561198067701049,76561198067701049,64,15700
76561198070692098,76561198070692098,66,240
TempestNZ,76561198064379730,1339,4000
ethreneral,76561198043347959,0,0
Etoka,76561198056849848,34,1600
ETomb,76561198049123756,0,0
76561198156395131,76561198156395131,0,620
luizturazzi,76561198091878178,0,0
Pinguinbeta18,76561198078381993,6732,4000
Eudanil,76561198011930495,0,3920
76561198048578169,76561198048578169,11131,550
Euluncia,76561198065422808,688,70
eunmac,76561197968788420,0,10
76561198000734300,76561198000734300,47,220
Tropic_Thunder_,76561198088493430,465,240
76561198015083155,76561198015083155,0,0
Vanxe123,76561198093237523,2986,4000
Vanxe123,76561198093237523,2986,4000
EvenGonna,76561198035057757,0,20
Everae,76561198000762928,0,1200
BitchIAmGod,76561198014374726,66,70
Alphawolf197,76561198066399360,74,4000
76561198065923342,76561198065923342,64,220
76561198064838276,76561198064838276,6,240
76561198062630600,76561198062630600,6578,4000
Eviloverlord1987BC,76561197984754795,2245,220
76561198044138699,76561198044138699,919,70
76561197972468173,76561197972468173,1,220
76561198064708436,76561198064708436,19901,4000
evilcow95,76561198047701165,274,240
evildolphin,76561197982456165,0,0
76561198102826090,76561198102826090,352,4000
76561198080634902,76561198080634902,0,0
evilkenshin,76561197983667863,0,0
76561198088356010,76561198088356010,0,0
76561198057024031,76561198057024031,1430,220
76561197981374310,76561197981374310,0,220
evlibz,76561198059585833,0,0
76561198047541870,76561198047541870,1,240
76561197970532600,76561197970532600,0,0
76561198063767009,76561198063767009,0,0
76561198079314344,76561198079314344,1569,4000
76561197993683970,76561197993683970,62,6910
76561197968108638,76561197968108638,0,10
excelrox,76561198063258416,1314,4000
76561198065775532,76561198065775532,87,2500
76561198135975055,76561198135975055,762,6860
nten,76561197963394787,0,0
Exhilaration,76561198050245556,188,4000
Exiduus,76561198013813148,22,300
76561198046471530,76561198046471530,0,0
76561198128996717,76561198128996717,14552,240
76561198062136873,76561198062136873,605,240
chroniclescreation,76561198039193880,992,4000
Exodus20010,76561198101614439,5146,4000
firestreaker,76561198046921092,289,1510
fam4,76561198076420332,1520,4000
Amaradas,76561197968720117,120,10
Externalz,76561197973793713,3,10
EpicNoDice,76561198062013602,22,3910
ExtraEdition,76561198087538657,1730,105600
ExtraSpicySauce,76561198086607284,235,4000
76561197970529590,76561197970529590,927,220
chrisread672,76561198042875707,162,4000
extronic,76561197962465191,0,10
76561198083305302,76561198083305302,0,205790
76561197999907582,76561197999907582,0,0
RazEcs,76561198077188744,1041,240
76561198007327704,76561198007327704,0,4000
Eyri,76561198095163182,1179,105600
76561198072503989,76561198072503989,0,6060
76561198018460207,76561198018460207,0,0
Sweetnurs,76561198042419321,699,220
cellan43,76561198244616408,120,226700
76561198078754047,76561198078754047,431,4000
Ezenthar,76561198059948563,40,220
76561198076257956,76561198076257956,0,205790
gaynurds,76561198043580150,0,3920
faffandtheworldfaffswithyou,76561198045826163,76,220
Teravoltbuster,76561198082968996,0,0
76561198050364912,76561198050364912,204,4000
76561198066295384,76561198066295384,150,4000
76561198026409973,76561198026409973,49,3830
76561198019662432,76561198019662432,120,130
76561198046510033,76561198046510033,3364,4000
76561198091572560,76561198091572560,5159,4000
MrJakeKingdem,76561198001277825,277,300
fab032,76561198045917075,149,4000
feechdoingwork,76561198069578803,279,220
minecraftmodder,76561198059470791,20380,4000
LucasArthur,76561198063654257,4778,4000
76561198098358388,76561198098358388,849,4000
dogrider,76561198087574350,553,550
76561198060177221,76561198060177221,17,70
breadedaustralia,76561198068909960,1130,220
76561198063505988,76561198063505988,2388,4000
76561198084326547,76561198084326547,61,10180
digitalgateway777,76561198174851581,0,202970
novaroguex,76561198040774092,29,2610
faaipdg,76561198013594005,0,0
76561198015496188,76561198015496188,765,10180
Faawks,76561197974207428,0,10
Letachal,76561198076558826,1381,4000
fabledhyperdrive,76561198060558848,0,0
bigchillkid,76561198072840422,6392,240
76561198090604018,76561198090604018,0,205790
76561198016156059,76561198016156059,10,2400
therealfacemcshooty,76561198061805350,445,4000
76561198051914672,76561198051914672,0,0
DannyV8,76561198046182328,74301,4000
76561197960666461,76561197960666461,230,10
FadedTemplar,76561197992911968,0,0
Fadz,76561197994458997,30150,240
76561198032428003,76561198032428003,0,0
76561198010349264,76561198010349264,1573,4000
76561198068980147,76561198068980147,129,4000
Ifuckedmycompanioncube,76561198045389251,6586,4000
76561198084686561,76561198084686561,0,0
76561198007213325,76561198007213325,0,0
76561198055775587,76561198055775587,731,4000
FahRockZa,76561198084776196,1203,220
76561198065558436,76561198065558436,96,205790
failninja1,76561198037012803,276,240
76561198044037828,76561198044037828,0,0
faithisfake,76561198081434167,3849,63380
76561198065942423,76561198065942423,5101,24960
gramedota,76561198104707094,21,70000
oishigreenteaisaverynicedrink,76561198097448786,6865,240
FALL3NAngel,76561198086302172,2326,42650
76561198066445452,76561198066445452,4573,4000
fallnavngr,76561197993302342,0,0
ManFallout,76561198091923720,3996,4000
76561198076307555,76561198076307555,1405,50
76561198043462206,76561198043462206,17,240
YOIYW,76561198015079288,0,0
starrymaker,76561198035512866,0,0
Wharbagarble,76561198056638934,520,4000
JGamerHC,76561198091283549,6761,4000
76561197965059579,76561197965059579,7514,10
76561198061001172,76561198061001172,496,240
76561198083453517,76561198083453517,358,4000
Deathomega313,76561198059985163,65,220
fantomexican,76561198073353232,171,4000
76561198063113447,76561198063113447,0,3920
76561198065773341,76561198065773341,39,1520
76561198077199736,76561198077199736,3863,4000
76561197987394736,76561197987394736,0,0
76561197960877600,76561197960877600,256,10
76561198040200665,76561198040200665,989,240
farsight87,76561198065270257,75,240
76561198064156100,76561198064156100,240,220
76561198053306375,76561198053306375,0,240
Billy_The_Dog,76561198045404324,92,240
fastik4321,76561198044286156,106,220
76561198060033965,76561198060033965,1081,240
FatChicken420,76561198098840839,821,10
76561198091325442,76561198091325442,43950,4000
FaTalFLaVoR,76561198067275494,0,0
76561197961572037,76561197961572037,89,10
feemdeusenosirmao,76561198052646174,624,300
76561198093380344,76561198093380344,46,220
fatkings,76561198075965336,139,4000
76561198088815236,76561198088815236,0,240
76561198041749839,76561198041749839,54,220
bbcsfaul,76561198170629807,970,50
FAXILITY_D,76561198073168293,7580,4000
76561198077794867,76561198077794867,2570,4000
76561198066375702,76561198066375702,38,1510
EthoXGaming,76561198062852693,10470,4000
76561198077794867,76561198077794867,2570,4000
76561198066375702,76561198066375702,38,1510
EthoXGaming,76561198062852693,10470,4000
SwiggitySwagDog,76561198068882731,0,0
slickdog10,76561198049385034,148,22300
76561197971077817,76561197971077817,102,220
76561198057948935,76561198057948935,1983,10090
fazz,76561197960880751,0,10
nene_oficial,76561198255703790,508,4000
FalconsProfile,76561198280890255,798,42680
76561198047208774,76561198047208774,115667,4000
Thienloras,76561198051896247,379,4000
76561198064856398,76561198064856398,6251,240
fearedwolf64,76561198052602762,3618,4000
fearofshorts,76561197992006300,10439,240
76561198041584262,76561198041584262,3929,9450
76561198011735059,76561198011735059,1722,240
Rushalike,76561198050622998,129,240
federige,76561198034295088,19469,4000
76561198049506705,76561198049506705,0,0
Raxxum,76561197978380878,0,0
absolutelyzero,76561198073676282,0,11390
s2006mark,76561198068887769,745,4000
Feels345,76561198033897465,0,3920
76561198070259583,76561198070259583,16674,8930
Johnnyfuckingwonny,76561198062682327,264,4000
76561198095400437,76561198095400437,0,205790
76561198085571748,76561198085571748,6262,4000
staticpanda,76561198062827369,40,17410
76561198050582418,76561198050582418,27313,4000
choprang,76561198092181893,192,4000
Fell4Gaming,76561198092251930,0,0
feltpen_46,76561198055363266,0,0
FemBoy1998-AU,76561198003501898,0,0
76561198058441121,76561198058441121,0,240
76561198057540371,76561198057540371,85,240
fenetic,76561198029532782,0,10
MidNightScott,76561198136862535,0,0
Flashfennec,76561198078383328,6886,4000
TheShadowStricken,76561198047874086,9580,240
lachlan2332,76561198131811697,0,220
AzzCat95,76561198036966947,32,4000
ClumsyAirplane,76561198050774742,2124,10500
FestiveDuckGaming,76561198132727234,3666,233450
76561198062788314,76561198062788314,0,0
Feyruneda,76561198054263824,76,4000
Ffourfive,76561198086238128,1,30
Two2015,76561198049530246,0,0
76561198097352957,76561198097352957,2319,550
ITS-A-FIDO,76561198047985731,316,220
76561198032083566,76561198032083566,0,0
76561198032083566,76561198032083566,0,0
FieryWolf29,76561198070344927,721,220
76561198092261711,76561198092261711,120,4000
FiggidyJiggidy,76561198020444922,5152,240
76561198059849113,76561198059849113,7580,4000
76561198001589640,76561198001589640,0,320
76561198093816684,76561198093816684,3670,4000
76561198079316104,76561198079316104,1950,1250
76561198090110632,76561198090110632,68,220
thisisTAYZ,76561198070194622,96,3830
petershitlord,76561198070932522,7007,4000
76561198091072879,76561198091072879,1872,4000
76561198012076358,76561198012076358,266,2400
76561198058893933,76561198058893933,808,400
76561198059230493,76561198059230493,1662,4000
76561198028698255,76561198028698255,0,0
76561198078144206,76561198078144206,580,220
nikier,76561198062289918,5,240
Findoogle,76561198067040745,212,20
76561198093441769,76561198093441769,2929,4000
AAETCMLK,76561198072980070,26,17480
76561198012190714,76561198012190714,7,240
Nightmare3456,76561198014231189,576,300
Elegiggle322,76561198049659934,19,4000
finnix17,76561198074694619,3295,4000
spacemarineman95,76561198023966890,0,0
76561198039871727,76561198039871727,55,240
FinrayPEWPEW,76561198059309307,11423,4000
killthewildlife,76561197964052765,0,10
FireBathz,76561198046911643,661,240
76561198086477921,76561198086477921,111,240
76561198003094896,76561198003094896,1069,550
Firefly_Rain,76561198062342589,195,4000
76561198079354308,76561198079354308,0,0
76561198059743525,76561198059743525,157,3320
76561198012424984,76561198012424984,1140,240
FireHalo,76561198078990714,21850,4000
76561198068937229,76561198068937229,0,43110
76561198064195918,76561198064195918,831,42910
76561198067903499,76561198067903499,315,4000
PsychoFire,76561198067403746,4193,4000
firestarter2001,76561198063811877,44,220
76561198077664872,76561198077664872,11219,4000
76561198069536961,76561198069536961,79,6210
firnin_hanks,76561198069470826,1909,4000
mfsdb,76561198040225078,146,7940
76561198075473858,76561198075473858,5618,4000
76561198035451160,76561198035451160,90,240
76561198049028241,76561198049028241,2901,4000
76561198031524024,76561198031524024,0,6850
76561197968951553,76561197968951553,0,220
bails121,76561198062144002,2355,4000
yuhoyeen,76561198040536384,915,240
FishMist,76561197976915616,145,220
FEEEEESH,76561197987342242,11,3830
unaffected,76561198012139750,56,300
76561198071559369,76561198071559369,0,3920
fissuretf2,76561198093448363,1939,4000
76561198007521657,76561198007521657,74,240
76561198020271698,76561198020271698,143,4000
colewr,76561198061883341,12169,4000
76561198068733081,76561198068733081,64,300
76561198086945652,76561198086945652,2623,240
mdrachet10,76561198065555043,84,70
76561198078285555,76561198078285555,23,240
76561198032750680,76561198032750680,10054,240
76561198077013156,76561198077013156,0,240
76561198064881562,76561198064881562,1246,4000
76561198105423151,76561198105423151,1304,17390
76561198051360124,76561198051360124,157,240
wackytobaccy,76561197997716347,0,0
76561198085562928,76561198085562928,0,3920
FlameOfNagashi,76561198054506708,58,220
flamesnz,76561198075141915,0,0
76561198075318428,76561198075318428,341,70
76561198088646810,76561198088646810,0,0
bjjh,76561198061831171,324,4000
76561197988100664,76561197988100664,0,0
Flagonium,76561197997535531,0,4760
FlandersRJ,76561198030947939,559,220
76561197976214376,76561197976214376,4204,220
FlappyPants,76561198254699843,76,4000
76561198052127706,76561198052127706,662,3920
76561198039778279,76561198039778279,0,0
Flatesprofile,76561198098821681,11,240
pancakesss,76561198046122630,10,30
jeremyisgay,76561198081546718,7910,10
flawless01,76561198015326122,714,70
flechertel,76561198055327762,213,20
76561198097162323,76561198097162323,130,550
76561198045503441,76561198045503441,0,0
Flightmasta,76561198046358783,1,240
co_niko,76561198044049584,641,240
76561198028154730,76561198028154730,1212,240
76561198069755416,76561198069755416,732,300
76561198034942053,76561198034942053,0,2100
76561198067403874,76561198067403874,0,0
flippylejeff,76561198061271486,0,70
76561198065833747,76561198065833747,132,10090
flix141,76561198055283547,17235,4000
76561198044315210,76561198044315210,0,0
Connorispurple,76561198133520831,9880,4000
76561198044315210,76561198044315210,0,0
Connorispurple,76561198133520831,9880,4000
thefloppy1,76561197991421086,2,300
FloppyMop,76561198058117223,2412,4000
officialflorana,76561198046007860,624,220
floshmo,76561198025829504,0,0
namesjames,76561197971202771,0,220
76561198068784738,76561198068784738,1199,4000
76561198047022087,76561198047022087,339,220
76561198061775209,76561198061775209,4374,4700
JimmyNaar,76561198091092194,47,300
76561198024527983,76561198024527983,1,240
76561198073481329,76561198073481329,925,17710
kilroy_maddog,76561198020233399,5562,4000
Flukii,76561198086377564,1,202970
76561198066632440,76561198066632440,81,240
FlutterBrave,76561198010207141,0,0
76561198097080490,76561198097080490,27459,4000
76561198046418559,76561198046418559,150,2100
deleter46,76561198044576609,22,12110
76561197968594848,76561197968594848,37141,10
FlyerGlitch,76561198027184954,592,220
heetesh,76561198120796739,0,0
mrflyingtortoise,76561198085888315,44,240
76561198056607813,76561198056607813,2408,2630
76561198088743596,76561198088743596,8,38830
Flyn13,76561198049382938,1278,4000
FlyroTam,76561198058564680,22259,240
76561198048934899,76561198048934899,80,4000
noxter233,76561197992223080,2315,240
focuslad,76561198280983599,14390,730
76561198055135811,76561198055135811,14569,4000
foe99FTW,76561198054288702,32003,4000
fhmmr,76561198053373103,0,4000
76561198137265070,76561198137265070,0,236390
76561198069934081,76561198069934081,71,70
76561198147471031,76561198147471031,2608,4000
76561198085726988,76561198085726988,4318,4000
vietsupercar,76561198045998908,2379,240
76561198082692488,76561198082692488,83,4000
76561198080887049,76561198080887049,45,240
76561198063871325,76561198063871325,273,40800
76561198020138282,76561198020138282,0,2100
76561198027084051,76561198027084051,45,4000
76561197981425218,76561197981425218,95050,240
76561198044587752,76561198044587752,21,4000
76561198074210916,76561198074210916,0,205790
PepperMinty,76561198077272601,131,10
eggheads,76561198095345430,3180,12200
76561198110959352,76561198110959352,1068,220
Forevertorpid,76561198094238427,293,10
76561198055866052,76561198055866052,58,240
SneakyDNinja,76561198070349027,124,4000
76561198017286581,76561198017286581,13008,240
jarrodnolan,76561198069412300,508,220
76561197999075044,76561197999075044,673,220
szinc,76561197993983198,469,2600
76561198057012059,76561198057012059,447,4000
76561198092054106,76561198092054106,0,0
forumjoe,76561197967514845,0,10
76561198087142327,76561198087142327,88,4760
76561198116801566,76561198116801566,3249,4000
76561198050960184,76561198050960184,388,220
76561197999172034,76561197999172034,156,220
Uw0tm8MeaslesVaccines,76561198057092464,640,3920
76561198049756186,76561198049756186,223,42910
76561198073859353,76561198073859353,656,15170
76561197986971375,76561197986971375,720,220
76561198059167447,76561198059167447,1285,70
76561198065054063,76561198065054063,1231,550
rozza1989,76561198022376803,0,240
76561198064450401,76561198064450401,3392,4000
76561198063896904,76561198063896904,2112,4000
Foxtrot2187,76561198046382906,0,0
76561198053170819,76561198053170819,72546,4000
76561198074244100,76561198074244100,5992,4000
Frazer77,76561198058914491,801,240
podeirladenunciar,76561198043688011,683,10
TFA_Freedom,76561198004175258,421,240
76561198071879818,76561198071879818,3849,4000
76561198074316367,76561198074316367,2723,550
naeux,76561197995556093,97557,240
SqrRoot1,76561198043097559,6861,4000
FRANK00010,76561198106317176,78727,4000
joshdenn,76561198074870093,17,10
FilthyFrankBluth,76561198030659151,5,2100
76561198038997293,76561198038997293,532,220
76561198097327790,76561198097327790,98,212070
76561198059271374,76561198059271374,119,2620
76561198091199302,76561198091199302,728,4000
ferbaby,76561197960274312,0,0
gdy3120,76561198056021470,187,4000
76561198041589240,76561198041589240,6019,1250
76561198045932885,76561198045932885,80,220
113595,76561198077800981,2558,4000
76561198036459091,76561198036459091,228,1900
76561198047321358,76561198047321358,1022,240
fredericktb,76561198081361959,15503,4000
76561198071717735,76561198071717735,628,240
76561198068890475,76561198068890475,85117,4000
cooly792000,76561198003186320,0,0
76561198094836857,76561198094836857,129,12210
VanFreebird,76561198051599102,0,0
beautifulgu00d,76561198071852458,22282,4000
76561198093371291,76561198093371291,9636,4000
Freefyre,76561198076113956,730,4000
76561198046489952,76561198046489952,0,0
armedstevos,76561198025536901,54,4000
fraserj,76561198037207440,0,0
76561198070867041,76561198070867041,162,4000
76561198089576595,76561198089576595,1249,12210
434238948,76561198093165441,29490,4000
gamerz_united,76561198040275855,652,220
76561198086942934,76561198086942934,373,550
NeOn20,76561198030670461,4880,300
freshyIsAJetCssCarry,76561198046288222,6371,240
hopeforthehopeless,76561198054352516,572,10180
76561197967473231,76561197967473231,0,10
76561198079359578,76561198079359578,21,320
76561198026395064,76561198026395064,783,240
fridgemusa,76561197990028875,4091,220
limlolhao,76561198077467018,239,4000
Fried_Bryce,76561198061779745,79,300
BloodNihilist,76561198008118269,0,3830
76561198078628977,76561198078628977,69,220
76561198067805986,76561198067805986,25,10
tutthetwo,76561198035644871,64,3910
cantkillprogress,76561198034632507,44,4000
76561198085097560,76561198085097560,176,220
frikcha,76561198068082393,0,220
frizbonk,76561197998600190,4,10
Frizick,76561198021761245,2562,240
76561198023731154,76561198023731154,0,300
astrophysicsblackguy,76561198074193696,137,50
Gun_p0wder,76561198075295637,45791,4000
thefrog,76561197983094418,0,0
CheeseGod311,76561198063308784,168,3920
Ni7rogen,76561198045221839,1746,20
76561198094048102,76561198094048102,0,0
Frogpro007,76561198123590627,5825,4000
bobliest,76561197989342033,36553,240
joex10,76561198027585180,5197,4000
DezDarkshard,76561198097788838,0,0
Froppz,76561198043465806,29,3390
76561198061881353,76561198061881353,0,0
76561198059907954,76561198059907954,842,220
76561198092836470,76561198092836470,2748,4000
FrostieDaFurry,76561198151928676,1062,4000
frostnite,76561198040576349,552,240
RIPFrostyRobertAshmoreWebb,76561198066476829,45410,300
FrostyHeart,76561198069835803,396,220
FrostyBlizzard,76561198046824320,15,50
Panicwinter,76561197994379969,0,0
FrostyHeart,76561198069835803,396,220
FrostyBlizzard,76561198046824320,15,50
76561197994379969,76561197994379969,0,0
76561198057022737,76561198057022737,1303,240
76561198041242951,76561198041242951,93,220
frowdiehouse,76561198018189222,4711,10180
76561198055126124,76561198055126124,0,0
76561198059036010,76561198059036010,708,4000
76561198188011631,76561198188011631,227,4000
FRSH_MEXICAN,76561198074900205,4735,4000
ThisReality,76561198045722441,5755,240
Thegreatboxbox,76561198089034205,0,0
76561198074209912,76561198074209912,42,4000
HNSNGIRAFFE,76561198049452334,954,70
furtado1,76561198066618227,859,4000
FTKzin,76561198071472658,559,10
jj_teh_jetplane,76561198072655682,16951,240
76561198053129498,76561198053129498,1060,42910
ghostday,76561198029174196,9,10
Sickunt123,76561198080765797,8391,4000
venbeer,76561198061365507,1419,4000
Aclol0107,76561198066897763,3535,4000
76561198015904026,76561198015904026,27673,4000
Adsa579,76561198080696168,33,320
silfe,76561197984287604,0,50
76561198090768856,76561198090768856,0,0
76561198045524996,76561198045524996,524,10500
InwPaiyouknow,76561198075725954,37,2400
76561198097453013,76561198097453013,5744,240
76561198071101884,76561198071101884,48,12120
76561198052497676,76561198052497676,1541,4000
76561198032422507,76561198032422507,288,10
76561198103137933,76561198103137933,8,240
76561198074497128,76561198074497128,0,220
76561198035063336,76561198035063336,143,4760
FSBW,76561198001484949,7289,240
serafiki,76561198013350920,0,70
76561198056461397,76561198056461397,11,240
fummywumkins,76561197995176045,372,240
funclebadtouch,76561198018345506,48,240
76561198067106876,76561198067106876,102,3830
76561198018544799,76561198018544799,166,17300
76561198037013657,76561198037013657,5726,4000
76561197962448420,76561197962448420,0,10
plznoticemesenpaiiloveyou,76561198066761205,3,20
Imascatman,76561198119198532,0,50
76561197975686785,76561197975686785,191,10180
76561198047823134,76561198047823134,730,4000
funnyeevee,76561198077193956,10618,4000
funnysuntadm,76561198079251747,130,240
FuraiFighter,76561198058310827,547,240
FURYZ619,76561198019110263,24,240
76561198084739046,76561198084739046,0,205790
76561198053195906,76561198053195906,0,0
76561198082699893,76561198082699893,789,220
Futurehunter98,76561198095301580,787,220
Hikofuyu,76561198088181562,3348,240
76561198057416678,76561198057416678,131,10
FuzionScout,76561198048508773,38,240
fuzzi99,76561198014400526,82,20
76561198055911504,76561198055911504,189,4000
76561198067596608,76561198067596608,328,400
76561198075715730,76561198075715730,0,0
76561197992009166,76561197992009166,21,300
76561198058535518,76561198058535518,7,240
xenial,76561198082036926,629,4000
76561198172234061,76561198172234061,0,10
Celerius,76561198057002687,3833,240
banksyyo,76561198050039841,340,4700
76561198072819996,76561198072819996,161,7670
76561198057097681,76561198057097681,1059,4000
76561198081758919,76561198081758919,44774,4000
76561197983167532,76561197983167532,0,0
76561198010653835,76561198010653835,5151,300
jamoffig,76561197993302844,643,3830
76561198084132579,76561198084132579,0,240
76561198072930493,76561198072930493,1,240
76561198024853765,76561198024853765,938,300
76561198059241716,76561198059241716,8012,4000
abcdefghijkImnopqrstuvwxyz,76561198010318680,1090,240
G1u37aC,76561198095832545,22413,4000
groobqtpie,76561197998744199,1767,240
eyb0ssman,76561198050939756,748,240
XsSocrazymanXs,76561198029743065,0,0
76561198024560500,76561198024560500,10723,70
ilovekhym,76561198047020841,63,20
76561198064006861,76561198064006861,878,4000
GabrielTeo,76561198068356847,1774,1250
gabbler123,76561198065849983,382,220
drilljose,76561198104394619,33,43110
76561198067791616,76561198067791616,0,0
76561198053522268,76561198053522268,0,2590
76561198053433219,76561198053433219,651,4000
pancakes37,76561198079896944,320,240
36033,76561198091758779,16,51100
balancedinsanity,76561198041405574,649,2100
76561198084533872,76561198084533872,0,240
76561198048946257,76561198048946257,45,6060
76561198048492223,76561198048492223,0,205790
Galactics,76561198008974017,0,0
76561198007914001,76561198007914001,243,240
76561198020395724,76561198020395724,0,0
gamerexq,76561198052487616,96,3830
76561198309337430,76561198309337430,55,4000
76561198049694183,76561198049694183,0,17470
76561198032459795,76561198032459795,26,3920
gamestdai,76561198065797127,961,4000
Gamester101,76561198081213859,1151,220
2121312,76561198091691617,275,4000
76561198066396969,76561198066396969,20901,4000
76561198056733657,76561198056733657,2038,4000
cjk258,76561198083067756,1079,4000
76561198104117854,76561198104117854,303,4000
GamingZinc,76561198274565831,6054,4000
76561198152535010,76561198152535010,7029,4000
aveta100,76561198046351297,55,3910
RMOS,76561198024564307,0,0
shortevogaming,76561198041268408,288,240
pandamason,76561198052026695,333,240
76561198046061239,76561198046061239,0,0
76561198046186008,76561198046186008,0,3920
76561198070403442,76561198070403442,292,50
bonereaper,76561198020371024,385,220
aromortis,76561198011840809,0,220
cooperino,76561198059546358,0,240
76561198064596853,76561198064596853,3216,4000
76561198067309171,76561198067309171,928,220
76561198069673484,76561198069673484,7628,4000
Ittalics,76561198054154664,122,300
76561198068899676,76561198068899676,0,0
76561198074937351,76561198074937351,0,0
Gatmek,76561198063552783,72,1510
deleteme14,76561198045767673,5258,4000
Gatsukama,76561197989176492,0,10
76561197988809817,76561197988809817,914,4000
76561197968154216,76561197968154216,14,10
gav1337,76561198025480341,0,0
Gawzilla,76561198096917364,632,220
