genres,title,release_date,price,id,developer
"Action, Casual, Massively Multiplayer",Counter-Strike Nexon: Zombies - Dragon Set + Permanent Character,2015-07-21,24.99,381152,Nexon
"Action, Strategy",Battle of Empires : 1914-1918,2015-07-22,8.99,316430,Great War Team
"Racing, Simulation, Sports",Project CARS - Modified Car Pack,2015-07-21,1.99,334771,Slightly Mad Studios
Action,Klassic Pack 2,2015-07-21,3.99,354426,NetherRealm Studios
"Action, Adventure, Indie",TEMBO THE BADASS ELEPHANT,2015-07-21,14.99,341870,Game Freak
Action,Tremor,2015-07-21,4.99,351552,NetherRealm Studios
Indie,Super Galaxy Squadron Soundtrack,2015-07-21,1.99,384270,"Psyche Studios,Random Encounter"
"Casual, Indie",WORLD END ECONOMiCA episode.02,2015-07-21,12.99,368160,Spicy Tails
"Casual, Simulation",Rocksmith® 2014 – The Toadies - “Possum Kingdom”,2015-07-21,2.99,369782,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Subways - “Rock and Roll Queen”,2015-07-21,2.99,369785,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Queensrÿche - “Silent Lucidity”,2015-07-21,2.99,369784,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Stevie Wonder - “Sir Duke”,2015-07-21,2.99,369786,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Queen - “Another One Bites the Dust”,2015-07-21,2.99,369783,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Regal Singles Song Pack,2015-07-21,11.99,369787,Ubisoft - San Francisco
Strategy,Nobunaga's Ambition: Souzou WPK - 10 New Face CG Set,2015-07-21,2.99,386820,"KOEI TECMO GAMES CO., LTD."
Strategy,Nobunaga's Ambition: Souzou WPK - Scenario Shokutokudoumei,2015-07-21,2.99,344122,"KOEI TECMO GAMES CO., LTD."
Strategy,Nobunaga's Ambition: Souzou WPK - Scenario Gunshinkourinsu,2015-07-21,2.99,344121,"KOEI TECMO GAMES CO., LTD."
"Action, Adventure",Rare Weapons Set C (The Tournament Tyrants),2015-07-23,3.99,333815,Acquire Corp.
"Action, Adventure",Rare Weapons Set A (The Amihama Elite),2015-07-23,3.99,333813,Acquire Corp.
"Action, Adventure",Ryoma Sakamoto,2015-07-23,3.99,333816,Acquire Corp.
"Action, Adventure",Shinsengumi Set,2015-07-23,4.99,333817,Acquire Corp.
"Action, Adventure",Where Are They Now? Set,2015-07-23,4.99,333811,Acquire Corp.
"Action, Indie, Strategy",Five Nights at Freddy's 4,2015-07-23,7.99,388090,Scott Cawthon
Strategy,Russian Front,2015-07-23,14.99,385960,Electric Rune
"Action, Casual, Indie, Simulation",Robot vs Birds Zombies,2013-06-01,0.99,389460,yfyx games
"Action, Indie, RPG, Early Access",Dungeon League,2015-07-23,9.99,362310,Achebit
"Action, Casual, Indie, RPG, Simulation, Strategy",Microcosmum: survival of cells,2015-07-24,7.99,386260,Alexander Byzov
"Action, Casual",OVERGRAVITY,2015-07-24,4.99,376350,CPsoft
"Adventure, Indie",Cradle,2015-07-24,12.99,361550,Flying Cafe for Semianimals
"Action, Adventure, Indie, RPG",Victor Vran ARPG,2015-07-24,19.99,345180,Haemimont Games
"Adventure, Indie",Cradle - Soundtrack &amp; Artbook,2015-07-24,4.99,380710,Flying Cafe for Semianimals
"Casual, Indie, RPG",Heroes of Legionwood,2015-07-24,6.99,278590,Dark Gaia Studios
"Casual, Simulation, Sports, Strategy",Baseball Mogul 2015,2014-04-03,4.99,388270,"Sports Mogul, Inc."
Indie,Spectrum: First Light,2015-07-24,9.99,346430,"Mido Basim,Danny Wei"
"Adventure, Casual, Indie, RPG",Arevan,2015-07-24,7.99,385900,Overcloud9
"Action, Indie",Starchaser: Priestess of the Night Sky,2015-07-24,9.99,365850,Nonlinear
"Action, Casual, Indie, RPG",Pixel Space,2015-07-27,4.99,371690,a REGULAR GAMER
"Indie, Simulation, Sports, Early Access",Pulsen,2015-07-27,14.99,340960,4-Panel Footprint
"Action, Indie, Racing",Race The Sun Original Soundtrack,2015-07-27,1.99,378730,Flippfly LLC
"Adventure, Casual",Idol Magical Girl Chiru Chiru Michiru Part 2,2015-07-29,19.99,377720,Frontwing
"Casual, Indie",Project Druid - 2D Labyrinth Explorer-,2015-07-30,0.99,388160,Cemil Tasdemir
"Action, Adventure, Indie, Early Access",Pluck,2015-07-31,9.99,341010,Benjamin Lapid
"Casual, Indie",Siege Wars,2015-07-30,1.99,348340,RunServer
"Action, Casual, Indie, RPG, Simulation, Strategy",Hydraulic Empire,2015-07-31,7.99,381220,Batholith Entertainment
"Adventure, Indie, RPG",The Princess' Heart,2015-07-30,4.99,378830,RosePortal Games
"Action, Adventure, Indie",MANOS,2015-07-30,2.99,350780,FreakZone Games
"Adventure, Casual, Indie, RPG",Fated Souls,2015-07-30,9.99,370780,Warfare Studios
"Action, Indie, Racing, Simulation",Deserter Simulator,2015-07-30,9.99,389840,Pocket Queries
"Action, Adventure, Indie",Damn virgins,2015-07-31,4.99,357750,Luis Ruiz
"Action, Adventure, Indie, Simulation, Early Access",REVERSE SIDE,2015-07-30,13.99,317730,REEW GAMES
"Action, Casual, Indie",Super Space Meltdown,2015-07-31,3.99,388500,"Polyquest Games,ZXDigital Ltd"
"Casual, Indie, Strategy, Early Access",Deficis,2015-07-31,14.99,377220,Gneu LLC
"Casual, Indie, Strategy",Mystical,2015-07-31,4.99,387270,Philippe Forgeur
"Action, Indie, Early Access",Gunjitsu,2015-07-31,3.99,280010,Decent Machine
Adventure,Dream Chamber,2013-11-10,9.99,391590,Forge Reply
"Action, Simulation, Sports",3D Paraglider,2015-08-03,1.99,367990,khos85
"Adventure, Indie",ENKI,2015-07-31,4.99,377470,Storm in a Teacup
"Adventure, Casual, Indie, RPG, Simulation",FREE Villager Stevie,2015-08-03,Free,388780,Stolen Couch Games
"Adventure, Indie, RPG",Caverns of the Snow Witch,2015-08-03,4.99,324730,Tin Man Games
"Casual, Indie",Radial Impact,2015-07-31,0.99,387890,Devin Sherry
"Action, Indie",Duet,2015-08-03,4.99,292600,Kumobius
"Indie, Strategy",Yomi - Expansion Characters,2015-08-03,14.99,383050,Sirlin Games
"Adventure, Indie",Submerged,2015-08-03,19.99,301860,Uppercut Games Pty Ltd
"Adventure, Indie",Submerged OST,2015-08-03,9.99,389830,Uppercut Games Pty Ltd
"Action, Indie",Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,2015-08-04,9.99,381610,"wefiends, Inc."
"Action, Indie",Dandy Original Soundtrack,2015-08-04,1.99,390060,"wefiends, Inc."
"Adventure, Indie, RPG",The Logomancer,2015-08-04,4.99,375430,"Jeffrey Nordin,Justin Nordin"
"Adventure, Indie",Unfinished - An Artist's Lament,2015-08-04,4.99,388680,Dust Scratch Games
"Indie, Simulation, Strategy",Crest - Art Book,2015-08-04,1.99,386580,Eat Create Sleep
"Action, Adventure, Casual, Indie",Zombie Killtime,2015-08-04,1.99,380700,Nicholas Mallory
"Indie, Massively Multiplayer, Simulation, Strategy",Ascent - The Space Game: Hawk Support Ship,2015-08-04,24.99,391840,Fluffy Kitten Studios
"Indie, Massively Multiplayer, Simulation, Strategy",Ascent - The Space Game: Bowhead Support Ship,2015-08-04,89.99,391830,Fluffy Kitten Studios
Simulation,FSX: Steam Edition - Jabiru J160 Add-On,2015-08-04,19.99,379241,Iris Flight Simulation Software
"Free to Play, Indie, Massively Multiplayer, Strategy",SAGA,2008-03-07,Free,376140,"Silverlode Interactive,Wasatch Games"
Casual,Superstar Dance Club,2015-08-04,4.99,379390,Atomic Planet
"Casual, Simulation",Rocksmith® 2014 – Bill Haley &amp; His Comets - “Rock Around the Clock”,2015-08-04,2.99,369794,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Ritchie Valens - “La Bamba”,2015-08-04,2.99,369795,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – 1950s Song Pack,2015-08-04,7.99,369797,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Champs - “Tequila”,2015-08-04,2.99,369796,Ubisoft - San Francisco
"Indie, Simulation, Strategy",Crest - Original Soundtrack,2015-08-04,1.99,386570,Eat Create Sleep
RPG,Fairy Fencer F,2015-08-04,29.99,347830,"Idea Factory,Compile Heart"
"Action, Casual, Indie",Twin Robots,2015-08-04,4.99,374230,Thinice
"Adventure, Indie",ADventure Lib,2015-08-04,1.99,374950,Fancy Fish Games
"Adventure, Indie",ADventure Lib Original Soundtrack,2015-08-04,2.99,390120,Fancy Fish Games
Action,Princess Kaguya: Legend of the Moon Warrior,2015-08-04,10.99,383710,Zoo Corporation
"Adventure, Indie, Simulation, Strategy, Early Access",Empyrion - Galactic Survival,2015-08-05,19.99,383120,Eleon Game Studios
"Casual, Indie, Strategy",President for a Day - Corruption,2015-08-05,2.99,368780,Serious Games Interactive
"Indie, Simulation",Asphyxia,2015-08-04,5.99,386990,ebi-hime
"Action, Adventure, Indie",INK,2015-08-05,4.99,385710,ZackBellGames
Utilities,Borderless Gaming - Donation #1,2015-08-07,9.99,393560,"AndrewMD5,Codeusa"
"Action, Adventure, Indie, Simulation",One Final Breath™,2015-09-28,3.99,387070,Dark Day Interactive
"Action, Adventure, Indie",INK - Soundtrack + Art,2015-08-05,1.99,392400,ZackBellGames
"Adventure, Free to Play, Indie, RPG",the static speaks my name,2015-08-10,Free,387860,the whale husband
"Racing, Sports",TNN Motorsports Hardcore TR,2015-08-10,4.99,393540,ASC Games
"Indie, RPG",Celestian Tales: Old North,2015-08-10,12.99,315860,Ekuator Games
Action,Call of Duty®: Advanced Warfare - Ohm Weapon Pack,2015-08-10,3.99,343595,Sledgehammer Games
"Casual, Indie",Notch Original Soundtrack - Omega Episode,2015-08-10,4.99,355450,"Angels Blue Digital Entertainment,DigitalEZ"
"Action, Indie","Shadow Blade: Reload - Soundtrack, Art Book and Comic",2015-08-10,6.99,354270,Dead Mage
"Action, Indie",Call of Tomsk-7,2015-08-10,0.99,390660,Daniel Mercier
"Casual, Indie, Strategy",Pirates Deck,2015-08-11,2.99,355120,Smit Parmar
"Action, Indie",Shadow Blade: Reload,2015-08-10,14.99,272330,Dead Mage
"Indie, Strategy",100% Orange Juice - Alte &amp; Kyoko Character Pack,2015-08-10,1.99,388790,Orange_Juice
"Adventure, Indie, RPG, Strategy",Royal Bounty HD,2015-08-10,2.99,337210,iosoftware
"Action, Adventure, Indie, RPG",Wanderlust Adventures - Official Soundtrack,2015-08-10,4.99,300780,"Chris Christodoulou,Yeti Trunk"
"Action, Adventure, Indie, RPG",Wanderlust Adventures,2015-08-10,9.99,240620,Yeti Trunk
"Action, Adventure, Indie",Blaster Shooter GunGuy!,2015-08-10,1.99,391740,Adam DeLease
"Action, Indie, Sports",OlliOlli2: Welcome to Olliwood,2015-08-11,14.99,365660,Roll7
"Casual, Simulation",Rocksmith® 2014 – Social Distortion - “Story Of My Life”,2015-08-11,2.99,369798,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Social Distortion - “Ball and Chain”,2015-08-11,2.99,369799,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Social Distortion - “Bad Luck”,2015-08-11,2.99,369800,Ubisoft - San Francisco
"Action, Strategy",Toy Soldiers: War Chest - Assassin’s Creed® Pack,2015-08-12,4.99,391433,"Signal Studios,Krome Studios"
"Indie, Strategy",The Cat Machine,2015-08-12,9.99,386900,Cranktrain
Indie,Gravity Error,2015-08-12,4.99,379760,Faris Mohammed
"Indie, Strategy",The Cat Machine - Soundtrack,2015-08-12,1.99,391900,Cranktrain
"Free to Play, Indie, Strategy",Ave Caesar!!!,2015-08-15,1.99,340260,rdt.32
RPG,Skyrim Script Extender (SKSE),2015-08-12,Free,365720,The SKSE Team
"Adventure, Casual, Indie",The Journey Back,2015-08-12,1.99,393550,Erwin Wolf
"Indie, Simulation",Hacknet,2015-08-12,9.99,365450,Team Fractal Alligator
"Action, Adventure, Indie",Angry Arrows,2015-08-12,4.99,390890,DanielDavisGames
"Adventure, Free to Play, Indie",Silver Creek Falls: Chapter 1,2015-08-12,Free to Play,392450,Sapphire Dragon Productions
"Action, Indie, Racing, Sports",Rocket League® - Supersonic Fury DLC Pack,2015-07-07,3.99,391680,"Psyonix, Inc."
"Action, Indie, Racing, Sports",Rocket League: Official Game Soundtrack,2015-07-07,4.99,393580,"Psyonix, Inc."
"Indie, Strategy",Sentinel 4: Dark Star,2015-08-13,6.99,386840,Origin8 Technologies Ltd
"Action, Indie",BRAWL,2015-08-13,14.99,365680,Bloober Team SA
"Action, Casual, Indie, Strategy",Kaiju-A-GoGo: Plant Zombie Shrubby Skin,2015-08-14,0.99,393990,Kerberos Productions Inc.
"Action, Adventure, Indie",Mute Crimson+,2015-08-13,4.99,384280,Iced Lizard Games
"Action, Adventure, Indie, RPG",Labyronia RPG,2015-08-14,2.99,391260,Labyrinthine
Simulation,FSX: Steam Edition - Greenland Nuuk Add-On,2015-08-13,16.99,379541,FSDG Online
"Indie, RPG, Strategy",Fantasy Grounds - War of the Dead Chapter 1 for Savage Worlds,2015-08-13,14.99,394810,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Interface Zero 2.0 for Savage Worlds,2015-08-13,19.99,394811,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - D&amp;D Scourge of the Sword Coast,2015-08-13,19.99,390750,"SmiteWorks USA, LLC"
"Racing, Simulation",Trucker 2,2015-08-14,2.99,392890,Silden
"Simulation, Strategy",Industry Giant 2,2015-08-14,9.99,271360,"Fancy Bytes, Reactor"
Indie,Bard's Gold,2015-08-14,4.99,381900,Erdem Sen
"Action, Indie, RPG, Strategy, Early Access",C-Wars,2015-08-13,12.99,250540,Onipunks Studio Inc.
"Casual, Indie",Three Digits,2015-08-14,1.99,390570,Cleverweek
"Casual, Indie",Three Digits - Soundtrack,2015-08-14,0.99,394400,Cleverweek
"Casual, Indie, Simulation",Marble Muse,2015-08-14,9.99,368310,Ketos Games
"Indie, Strategy",Sim Junta,2015-08-18,1.99,390510,Icehole Games
"Action, Strategy",Executive Assault - Soundtrack,2015-08-21,4.99,390980,Hesketh Studios
"Action, Free to Play, Indie",Relic Hunters Zero,2015-08-18,Free,382490,Rogue Snail
"Action, RPG",FINAL FANTASY TYPE-0™ HD,2015-08-18,29.99,340170,Square Enix
"Action, Adventure",ZOMBI,2015-08-18,19.99,339230,Straight Right
"Action, Indie",Curses 'N Chaos,2015-08-18,9.99,307620,Tribute Games Inc.
Strategy,Planetary Annihilation: TITANS,2015-08-18,39.99,386070,Uber Entertainment
"Action, Indie",B.A.D Battle Armor Division,2015-08-18,5.99,380990,Crian Soft
"Casual, Simulation",Rocksmith® 2014 – Jet - “Are You Gonna Be My Girl”,2015-08-18,2.99,369803,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Def Leppard - “Rock of Ages”,2015-08-18,2.99,369804,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Fleetwood Mac - “Go Your Own Way”,2015-08-18,2.99,369805,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Kansas - “Dust In the Wind”,2015-08-18,2.99,369806,Ubisoft - San Francisco
Casual,Big Thinkers Kindergarten,2015-08-18,6.99,376760,Humongous Entertainment
Casual,Big Thinkers 1st Grade,2015-08-18,6.99,376770,Humongous Entertainment
"Action, Adventure, Indie, RPG, Simulation, Strategy",Waste Walkers Role Playing Game DLC,2015-08-18,2.99,395690,Corrosive Studios LLC
"Casual, Simulation",Rocksmith® 2014 – Hit Singles Song Pack,2015-08-18,9.99,369807,Ubisoft - San Francisco
Strategy,Glück Auf,2015-02-20,3.99,392700,APPIDEMIC Studios
"Racing, Simulation",Car Mechanic Simulator 2015 - PickUp &amp; SUV,2015-08-18,2.99,361841,Red Dot Games
"Adventure, Casual, Indie, Sports",Star Balls,2015-08-18,4.99,366050,Bolder Games
"Action, Adventure, Indie, Strategy, Early Access",Dark Storm: VR Missions,2015-08-19,9.99,395150,Fenrir Studios
"Adventure, Indie, RPG",Incitement 3,2015-08-19,8.99,391660,Astronomic Games
"Action, Indie",Reign of Bullets,2015-08-19,9.99,355350,Critical Bit
"Free to Play, Simulation, Strategy",The Settlers Online,2010-10-21,Free to Play,354640,Blue Byte
Indie,Bob Was Hungry,2015-08-19,9.99,343560,Shorebound Studios
"Action, Adventure, Casual, Indie, Strategy",INIT.,2012-06-06,1.99,348980,Narrow Monolith
"Action, Indie, RPG",Warlocks vs Shadows,2015-08-19,13.99,330270,Frozen District
"Action, Casual, Indie",Rats - Time is running out!,2015-08-19,0.99,347510,Citeremis Inc.
"Action, Adventure, Casual, Indie, Simulation",Flying Tigers: Shadows Over China - Official Soundtrack,2015-08-19,6.99,366450,IMPERIAL NORTH MUSIC AGENCY
Action,Velocity 2X,2015-08-19,19.99,337180,FuturLab
"Indie, Strategy",Pocket God vs Desert Ashes,2015-08-20,4.99,324400,"Nine Tales Digital,Bolt Creative"
"Casual, Free to Play, Indie, Simulation",Viridi,2015-08-19,Free,375950,Ice Water Games
Animation &amp; Modeling,Race Track Builder,2015-08-20,59.99,388980,Brendon Pywell
"Casual, Indie, Simulation, Sports, Strategy",Egyptian Senet,2015-08-21,3.99,391580,Ezzat Studios
"Action, Indie",Gryphon Knight Epic,2015-08-20,6.99,358650,Cyber Rhino Studios
"Casual, Indie, Simulation, Sports, Strategy",Pure Hold'em,2015-08-20,19.99,322950,VooFoo Studios
"Casual, Free to Play, Indie, Simulation",Viridi OST,2015-08-18,6.99,378710,Ice Water Games
"Adventure, Indie, RPG",RymdResa,2015-08-20,11.99,269690,Morgondag
"Audio Production, Utilities, Video Production",Audials Moviebox 12 - Upgrade to Audials One Suite,2015-08-20,39.99,393700,Audials AG
"Audio Production, Utilities, Video Production",Audials Tunebite 12 - Upgrade to Audials One Suite,2015-08-20,39.99,393720,Audials AG
"Audio Production, Utilities, Video Production",Audials Radiotracker 12 - Upgrade to Audials One Suite,2015-08-20,34.99,393690,Audials AG
"Action, Casual, Free to Play, Indie",Headcrab Frenzy!,2015-08-20,Free to Play,354900,Crystice Softworks
"Audio Production, Utilities",Audials Tunebite 12 - Upgrade to Platinum,2015-08-20,14.99,393710,Audials AG
"Action, Adventure, Indie",Trine 3: The Artifacts of Power,2015-08-20,21.99,319910,Frozenbyte
"Adventure, Casual, Indie, Simulation, Strategy",The Musketeers: Victoria's Quest,2014-01-07,3.99,390940,"New Bridge Games,Alawar Entertainment"
Indie,DiscStorm - Soundtrack,2015-08-20,4.99,374530,XMPT Games
"Action, Indie",DiscStorm,2015-08-20,11.99,330670,XMPT Games
"Casual, Indie, Strategy",Afterlife Empire,2015-08-21,4.99,367710,"Autobotika,Game Nation Inc"
"Indie, Strategy",Sentinels of the Multiverse - Soundtrack (Volume 3),2015-08-21,4.99,396510,Handelabra Games Inc.
"Action, Adventure, Casual, Indie, Early Access",Mr Makeshifter,2015-08-21,8.99,395480,Arboreal Games
"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",A Sirius Game,2015-08-21,4.99,392930,"Overcloud9, Phantasm Games"
"Action, Indie",Quantum Flux,2014-12-25,2.99,396610,Buko Studios
"Action, Indie",Quantum Flux - Soundtrack,2014-12-25,0.99,396620,Forte Sounds
"Action, Adventure, Indie",Inevitability,2015-08-24,4.99,380540,SFS Studios
RPG,Hard to Be a God,2007-10-19,7.99,391030,Burut CT
Adventure,A Stroke of Fate: Operation Bunker,2009-10-21,6.99,372570,Spline Games
Strategy,The Art of Satellite Reign: Art Book,2015-08-24,3.99,395051,5 Lives Studios
"Action, Free to Play, Indie",Teeworlds,2007-05-27,Free,380840,Teeworlds Team
"Action, Adventure, Indie",Planet of the Eyes,2015-08-24,9.99,350970,Cococucumber
"Adventure, Casual, Indie",gShift,2011-05-29,0.99,396730,deadweight games
"Action, Adventure, Casual, Indie",ANKI,2015-08-17,0.99,395380,Wojciech Krupinski
"Adventure, Indie",Corpse of Discovery,2015-08-25,7.99,297720,Phosphor Games
"Action, Adventure, Indie, Early Access",MegaSphere,2015-08-25,14.99,386340,AKGames
"Casual, Simulation",Autobahn Police Simulator,2015-08-26,9.99,348510,Z-Software
"Action, Indie, RPG, Early Access",Super Cane Magic ZERO,2015-08-26,19.99,336440,Studio Evil
"Action, Casual, Indie",Sound Shift,2015-08-26,Free,394140,Matthew Brown
"Action, Adventure, Indie, RPG",Kult: Heretic Kingdoms,2004-11-11,4.99,277650,Games Farm
"Action, Indie, Racing",Giana Sisters: Dream Runners,2015-08-26,9.99,352900,Black Forest Games
"Action, Casual, Indie",RFLEX,2015-08-26,3.99,392020,Wesley LaFerriere
"Action, Casual, Indie",RFLEX - The Awesome Soundtrack,2015-08-26,0.99,393650,"ForeverBound,Valiant,RollingFacade"
"Casual, Indie, Strategy",HueBots,2015-08-26,4.99,397400,Huebotics
"Free to Play, Indie, Massively Multiplayer, Strategy",Heroes of Scene,2015-08-26,Free to Play,356130,Icy Donut
"Casual, Indie, Simulation, Strategy",Farm Frenzy: Heave Ho,2015-08-26,4.99,395930,"Alawar Stargaze,Alawar Entertainment"
"Action, Free to Play, Indie",Brawlhalla - Collectors Pack,2015-11-03,99.99,298641,Blue Mammoth Games
"Action, Free to Play, Indie, Massively Multiplayer, Sports",World of Soccer online,2015-08-26,Free to Play,393410,Johannes Eski
"Adventure, Indie",Fran Bow,2015-08-27,14.99,362680,Killmonday Games AB
"Racing, Simulation, Sports",Project CARS - Old Vs New Car Pack,2015-08-27,3.49,334774,Slightly Mad Studios
"Free to Play, RPG",Lamia Must Die,2014-02-17,Free to Play,385260,Tuomo Laine
"Action, Adventure, Indie",Onikira - Demon Killer,2015-08-27,13.99,310850,Digital Furnace Games
"Action, Adventure, Indie, RPG",Victor Vran: Original Soundtrack and Artbook,2015-08-27,6.99,394750,Haemimont Games
"Action, Adventure, Casual, Indie, Simulation",Untamed: Life Of A Cougar,2015-08-27,14.99,378580,OCCA Studios
"Indie, Simulation, Strategy",Big Pharma,2015-08-27,24.99,344850,Twice Circled
Simulation,Train Simulator: Three Country Corner Route Add-On,2015-08-27,29.99,325962,Just Trains
"Adventure, Indie, Massively Multiplayer, RPG",The Black Watchmen,2015-06-25,9.99,349220,Alice &amp; Smith
"Adventure, Indie, RPG, Simulation, Strategy",Dead In Bermuda,2015-08-27,14.99,384310,CCCP
"Adventure, Casual, Indie",Playing History 2 - Slave Trade,2013-09-13,4.99,386870,Serious Games Interactive
"Adventure, Indie, RPG, Simulation",RymdResa Soundtrack,2015-08-27,3.99,379730,Morgondag
Casual,Country Tales,2015-08-27,6.99,394270,Cateia Games
"Adventure, Indie",Calvino Noir,2015-08-27,6.99,316890,Calvino Noir Limited
"Action, Adventure, Indie",Bloodbath Kavkaz - Khovan Revenge,2015-08-27,1.99,394730,Dagestan Technology
"Indie, Simulation, Strategy",Bounty Train - Trainium Edition,2015-08-27,34.99,394090,Corbie Games
"Action, Indie, Strategy",APT,2015-08-27,14.99,357690,RIP Studios LLC
Action,One Piece Pirate Warriors 3,2015-08-27,39.99,331600,"KOEI TECMO GAMES CO., LTD."
"Adventure, Casual",Mountain Crime: Requital,2011-12-24,2.99,394680,Alawar Stargaze
"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, Early Access",All Guns On Deck,2015-08-28,12.99,315330,Decaying Logic
"Casual, Simulation","Rocksmith® 2014 – Earth, Wind &amp; Fire Song Pack",2015-09-01,7.99,369815,Ubisoft - San Francisco
"Action, Indie",Galacide Art Book,2015-08-27,1.99,395290,Puny Human
Strategy,Steamalot: Epoch's Journey,2015-08-31,4.99,361160,Risen Phoenix Studios
"Action, Indie",Spheroid,2015-08-29,1.99,399100,From Soy Sauce LLC
"Adventure, Free to Play",Absent,2013-10-03,Free to Play,398450,FNGames
Sports,Actua Golf 3,2015-08-31,4.99,399180,Urbanscan
"Action, Adventure, Indie",Red Goddess: Inner World,2015-09-01,9.99,322440,Yanim Studio
"Action, Free to Play, Indie, Massively Multiplayer, RPG",Mortal Online,2015-08-31,Free to Play,287920,Star Vault AB
Action,Exile's End,2015-08-31,9.99,382130,Magnetic Realms
"Action, Adventure",Mad Max,2015-09-01,19.99,234140,"Avalanche Studios,Feral Interactive (Mac/Linux)"
"Action, Indie",Trigonarium,2015-08-31,2.99,394030,Kimmo Lahtinen
"Adventure, Free to Play",One Way To Die: Steam Edition,2015-09-01,Free to Play,388490,CoaguCo Industries
"Action, Adventure, Indie, RPG",Rack N Ruin,2015-09-01,9.99,378080,LifeSpark Entertainment
"Action, Adventure, Casual, Indie, RPG",It's time to get out from the solar system,2014-08-08,4.99,399090,WTFOMGames
"Casual, Indie, Simulation, Strategy",Painters Guild,2015-09-01,9.99,384550,Lucas Molina
Strategy,NOBUNAGA'S AMBITION: Sphere of Influence,2015-09-01,59.99,392470,"KOEI TECMO GAMES CO., LTD."
"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,19.99,287700,Konami Digital Entertainment
"Action, Adventure, Indie, Strategy",Nova-111: Original Soundtrack,2015-08-25,4.99,393400,Funktronic Labs
"Action, Indie",iZBOT,2015-09-01,9.99,388970,Daniel Spruce
Action,Exile's End - Original Soundtrack by Keiji Yamagishi,2015-09-01,9.99,397000,"Magnetic Realms,Bravewave"
"Adventure, Casual, Free to Play, Indie",Comedy Quest,2015-09-02,Free to Play,399520,Trav Nash
"Adventure, Indie, RPG, Strategy",Renowned Explorers: International Society,2015-09-02,19.99,296970,Abbey Games
"Action, Adventure, Indie",Gridberd,2015-09-07,6.99,371210,Wareberd
"Action, Adventure, Indie, RPG",Below Kryll,2015-09-07,4.99,365870,Team Kryll
"Action, Free to Play",SMITE® - Ultimate God Pack,2015-09-08,29.99,387440,Hi-Rez Studios
"Action, Free to Play",SMITE®,2015-09-08,Free to Play,386360,Hi-Rez Studios
"Action, Indie",Master Spy,2015-09-08,9.99,331190,TURBOGUN
Action,One Piece Pirate Warriors 3 DLC Pack 1,2015-09-08,7.99,378504,"KOEI TECMO GAMES CO., LTD."
"Action, Adventure, Casual, Indie, RPG, Simulation",STAR-BOX - 'Galaxy Pet Store',2015-09-08,0.99,401490,Michael Flynn
"Adventure, Indie",Leo’s Fortune - HD Edition,2015-09-08,6.99,355630,1337 &amp; Senri AB
"Casual, Simulation",Rocksmith® 2014 – The All-American Rejects - “Move Along”,2015-09-08,2.99,369817,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The All-American Rejects - “Dirty Little Secret”,2015-09-08,2.99,369816,Ubisoft - San Francisco
"Adventure, Indie",Revenge: Rhobar's myth,2015-09-08,4.99,324270,Polygon Art
"Action, Free to Play, Massively Multiplayer, Simulation",Star Conflict: Fleet Strength - Razor,2015-09-08,9.99,397121,Star Gem Inc.
"Action, Free to Play, Massively Multiplayer, Simulation",Star Conflict: Fleet Strength - Blood Tormentor,2015-09-08,18.99,397122,Star Gem Inc.
"Action, Indie, Racing, Simulation",MadOut Ice Storm,2015-09-04,6.99,400500,Nuligine
"Adventure, Free to Play",One Way To Die: Deluxe Edition,2015-09-07,0.99,399840,CoaguCo Industries
Utilities,EasyAntiCheat eSports,2006-09-19,Free,282660,EasyAntiCheat Ltd
"RPG, Strategy",Ravenmark: Scourge of Estellion,2015-09-10,14.99,365480,Witching Hour Studios
"Casual, Indie, Racing",Impulse Revolution,2015-09-09,6.99,384040,Mandlebar
"RPG, Simulation, Strategy",Dungeons 2 - A Song of Sand and Fire,2015-09-10,3.99,390180,Realmforge Studios
"Adventure, Indie",Dropsy,2015-09-10,9.99,274350,"Tendershoot,A Jolly Corpse"
